scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,story,temperature,source
0.5703357091024623,"[-0.07793163431101832, 0.9171349310105846, 0.36235614851409315, 0.5679894649621212, 0.9051872702205882, 0.6653610755657328, 0.5152011284461389, 0.7073872884114584]","[-76.71035766601562, -82.50881958007812, -158.82684326171875, -84.128173828125, -32.94775390625, -167.2445068359375, -141.05289459228516, -60.777587890625]","[-74.4503402709961, -110.94000244140625, -177.3070068359375, -102.871826171875, -48.3359375, -205.83544921875, -167.84335327148438, -77.7548828125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6259828296509224,"[-0.1172021484375, 0.49710648148148145, 0.8917922973632812, 0.637626953125, 0.6865234375, 0.5896075248718262, 1.0018604823521204, 0.40973094153025796, 0.8733943058894231, 0.7893880208333334]","[-88.39385986328125, -89.68359375, -77.891357421875, -64.959716796875, -92.087890625, -41.128718852996826, -68.96649169921875, -169.61767578125, -88.044677734375, -86.1640625]","[-85.46380615234375, -103.10546875, -106.4287109375, -80.900390625, -110.6240234375, -49.97283172607422, -97.01858520507812, -195.43072509765625, -110.7529296875, -109.845703125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6138679460922197,"[0.09375, 0.4183078342013889, 0.20502344767252603, 0.4031931559244792, 0.8561279296875, 1.6805419921875, 0.6193277994791667, 0.5585984450120193, 0.27462158203125, 1.5090471903483074, 0.3084716796875, 0.439404296875]","[-5.28125, -71.098876953125, -150.4114990234375, -110.54241943359375, -85.73681640625, -24.384765625, -54.2801513671875, -79.7191162109375, -106.4273681640625, -78.32864379882812, -13.248046875, -115.62255859375]","[-5.375, -78.62841796875, -160.25262451171875, -125.057373046875, -102.859375, -37.8291015625, -63.570068359375, -94.24267578125, -114.666015625, -114.5457763671875, -14.48193359375, -128.8046875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6960611852292995,"[-0.043027131453804345, 1.3715049342105263, 0.45662608045212766, 0.5582135174725507, 0.6167456643623218, 0.7319369845920138, 0.854642333984375, 1.0218470982142858]","[-80.92327880859375, -52.01171875, -143.0517578125, -101.84658813476562, -157.82209014892578, -107.1895751953125, -75.75454711914062, -84.3681640625]","[-79.93365478515625, -78.0703125, -164.51318359375, -122.50048828125, -192.97659301757812, -133.539306640625, -97.12060546875, -120.1328125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6519789134229329,"[-0.06700439453125, 1.00799560546875, 0.84037109375, 0.49558505677340325, 0.5970132010323661, 1.1824493408203125, 0.5413811725118886, 0.6180402315579928]","[-130.10400390625, -55.3408203125, -66.291259765625, -167.30533981323242, -173.7105712890625, -89.2074646949768, -109.89749145507812, -103.47978973388672]","[-128.0938720703125, -79.53271484375, -87.300537109375, -195.5536880493164, -207.143310546875, -125.8633942604065, -134.801025390625, -127.58335876464844]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6360401150312103,"[0.011083112444196429, 0.47747513343547954, 0.6224675582627118, 0.701171875, 1.0235246930803572, 0.9237422236689815, 0.46677161907327586, 0.6652922018980368, 0.8594111689814815, 0.6519639756944444, 0.5935377038043478]","[-111.343505859375, -96.8870620727539, -184.487548828125, -84.384765625, -104.5506591796875, -62.7982177734375, -66.099365234375, -129.25130462646484, -91.67919921875, -84.93017578125, -66.8515625]","[-111.73141479492188, -110.73384094238281, -221.213134765625, -101.212890625, -140.3740234375, -87.7392578125, -79.6357421875, -155.19770050048828, -114.88330078125, -102.533203125, -80.5029296875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.7247692137080012,"[-0.060243803879310345, 0.7608853044181034, 1.3787513146033654, 0.8158507574172247, 0.6289574407762096, 1.1612723214285714, 0.7484995524088541, 0.610137939453125, 0.6746913364955357, 0.5288899739583334]","[-102.888671875, -71.7685546875, -70.7581787109375, -46.666709899902344, -92.8802490234375, -44.75048828125, -61.6629638671875, -104.1552734375, -75.626953125, -104.4560546875]","[-101.1416015625, -93.834228515625, -106.605712890625, -63.79957580566406, -112.3779296875, -69.13720703125, -79.626953125, -123.6796875, -94.518310546875, -123.49609375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.8985741001935783,"[-0.01195447198275862, 0.31847426470588236, 1.035546875, 0.9564495446547022, 0.4220256805419922, 0.6271308450137868, 0.8964820274939904, 0.776123046875, 0.7851310398267664, 0.87373046875, 3.20517578125]","[-100.0498046875, -138.92041015625, -53.0078125, -194.92874908447266, -113.34075927734375, -99.90582275390625, -74.34967041015625, -212.584716796875, -66.52572631835938, -88.20751953125, -7.39404296875]","[-99.703125, -149.74853515625, -63.36328125, -245.62057495117188, -126.8455810546875, -121.228271484375, -97.658203125, -258.3759765625, -84.583740234375, -110.05078125, -23.419921875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.6329952609539241,"[-0.10719807942708333, 0.7921977796052632, 0.6232157620516691, 0.6539417613636364, 0.39414376478928786, 0.5444717407226562, 0.6893900553385417, 1.4102550506591798, 0.6760602678571429, 0.6534745065789473]","[-76.0408935546875, -65.9990234375, -64.86568450927734, -66.236328125, -94.50152969360352, -158.0216064453125, -94.92913818359375, -59.738746643066406, -78.0, -41.4931640625]","[-74.111328125, -81.05078125, -78.57643127441406, -80.623046875, -104.749267578125, -184.15625, -115.61083984375, -87.94384765625, -96.9296875, -53.9091796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.428733362670372,"[-0.062477733268112436, 0.592281494140625, 0.5999798244900174, 0.3920953924005682, 0.37645060221354165, 0.6788673400878906, 0.31129686760179925, 0.4827136993408203, 0.40022225215517243, 0.5159038875413977]","[-215.40277922153473, -57.297882080078125, -103.94955444335938, -98.9119873046875, -98.96035766601562, -105.4320068359375, -86.76744079589844, -134.75201416015625, -82.8670654296875, -148.68717575073242]","[-211.59163749217987, -72.10491943359375, -125.548828125, -107.5380859375, -110.25387573242188, -127.15576171875, -97.04023742675781, -150.1988525390625, -94.4735107421875, -172.41875457763672]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.1,openai
0.4504859304741557,"[-0.05269432067871094, 0.7910810198102679, 0.5187717013888888, 0.27797879305752843, 0.6129917689732143, 0.69500732421875, 0.45743015834263395, 0.493316650390625, 0.26049027876420455]","[-93.93929290771484, -90.4171142578125, -80.673828125, -160.65855407714844, -96.20745849609375, -81.990966796875, -98.61968994140625, -60.95587158203125, -173.1204833984375]","[-92.2530746459961, -112.5673828125, -94.6806640625, -175.9473876953125, -117.66217041015625, -101.451171875, -111.427734375, -71.808837890625, -187.44744873046875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.5502018702180511,"[-0.1259765625, 0.707794189453125, 0.8206796357125947, 0.6627852828414352, 0.4078404017857143, 0.31967561141304346, 0.5284615975839121, 0.573114522298177, 0.8666449652777778, 0.7409990583147321]","[-58.5390625, -84.035888671875, -89.40286254882812, -77.59637451171875, -117.606689453125, -95.6328125, -86.31967163085938, -82.26869201660156, -67.5205078125, -88.47799682617188]","[-56.271484375, -101.02294921875, -116.48529052734375, -95.4915771484375, -131.881103515625, -102.9853515625, -100.588134765625, -99.46212768554688, -90.919921875, -114.4129638671875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.6229768196233962,"[-0.2998046875, 0.424990234375, 0.22208904397898707, 0.5453679011418269, 0.5455322265625, 1.0502642463235294, 0.26988438197544645, 0.9107572115384616, 1.007284164428711, 1.0532633463541667, 1.0665565066867404, 0.6795372596153846]","[-12.7880859375, -109.7698974609375, -173.37225341796875, -80.57763671875, -47.5189208984375, -43.9658203125, -72.333740234375, -96.5703125, -83.1317138671875, -14.3035888671875, -51.37761306762695, -86.359375]","[-11.888671875, -120.3946533203125, -186.25341796875, -94.7572021484375, -56.79296875, -61.8203125, -79.8905029296875, -120.25, -115.36480712890625, -17.46337890625, -70.57563018798828, -104.02734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.6859365353134219,"[-0.0224365234375, 0.7547110098379629, 0.36672824766577744, 0.9134447651524698, 0.99466796875, 0.9005705180921053, 0.5617404513888888, 0.9899063110351562, 0.7140960693359375]","[-70.91650390625, -62.645751953125, -271.79998779296875, -73.14695739746094, -59.29443359375, -60.22412109375, -53.927734375, -68.5806884765625, -92.314453125]","[-70.4677734375, -83.02294921875, -301.8717041015625, -101.4637451171875, -84.1611328125, -77.3349609375, -64.0390625, -84.419189453125, -115.16552734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.6481713336023367,"[-0.09842936197916667, 0.836834716796875, 0.7065129597981771, 0.5438756528108016, 0.38787244713824726, 0.8415145874023438, 0.8924891153971354, 1.0384405728044181, 0.7581171496161099, 0.5744854962384259]","[-124.42529296875, -45.1165771484375, -86.33747863769531, -59.81227111816406, -128.06951904296875, -50.4549560546875, -87.63803100585938, -90.49374389648438, -80.55390930175781, -86.08645629882812]","[-121.472412109375, -61.853271484375, -107.53286743164062, -72.3214111328125, -145.91165161132812, -63.919189453125, -119.76763916015625, -120.6085205078125, -102.539306640625, -101.59756469726562]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.7237147013504018,"[-0.029752604166666665, 0.47994862432065216, 0.7437527520315987, 1.3272590637207031, 0.934758292304145, 0.6640709186422413, 1.0241408171477142, 0.6869741586538461, 0.6822802894993832]","[-109.61328125, -73.547119140625, -161.41527557373047, -74.5726318359375, -71.87163543701172, -88.46551513671875, -71.23754119873047, -62.255859375, -99.26158142089844]","[-108.720703125, -84.5859375, -203.0654296875, -117.044921875, -105.52293395996094, -107.72357177734375, -98.88934326171875, -80.1171875, -125.188232421875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.7175089496171809,"[-0.07537894413389008, 1.12099365234375, 0.5704862533077117, 0.8785433088030133, 0.60441162109375, 1.1450646718343098, 0.6944896556712963, 0.8754340277777778, 0.8670789930555556, 0.4939662564185358]","[-78.18231964111328, -54.99273681640625, -67.1373291015625, -108.28054809570312, -76.26214599609375, -55.00804138183594, -65.391357421875, -71.34765625, -53.521484375, -101.86868667602539]","[-75.99633026123047, -83.017578125, -84.82240295410156, -132.8797607421875, -91.3724365234375, -82.48959350585938, -84.142578125, -94.984375, -69.12890625, -117.181640625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.4352343315208094,"[-0.04683743990384615, 0.2927280701312822, 0.2511935763888889, 0.484181902625344, 0.5241695404052734, 0.4371541341145833, 0.5377674932065217, 0.6579174139560797, 0.7788342927631579]","[-94.2412109375, -375.0865783691406, -105.9716796875, -159.09203052520752, -141.2210235595703, -156.4207763671875, -93.11328125, -113.12965774536133, -137.779296875]","[-93.0234375, -403.481201171875, -112.75390625, -180.39603424072266, -162.18780517578125, -174.78125, -105.48193359375, -138.78843688964844, -167.375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.6637659927620423,"[-0.10719807942708333, 0.7921977796052632, 0.8383576766304348, 0.20935190640963042, 0.48367707625679346, 0.3870017311789773, 1.052116062330163, 0.9058968680245536, 0.7539424189814815, 1.3223164876302083]","[-76.0408935546875, -65.9990234375, -88.8115234375, -92.48727035522461, -70.18023681640625, -71.9034423828125, -57.70831298828125, -50.087493896484375, -92.789794921875, -61.286163330078125]","[-74.111328125, -81.05078125, -108.09375, -97.930419921875, -81.3048095703125, -80.41748046875, -81.906982421875, -69.111328125, -113.146240234375, -96.98870849609375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.5343915860654496,"[-0.150634765625, 0.5498770254629629, 0.5777420536164315, 0.7992892795138888, 0.6055559430803571, 0.731103515625, 0.55115234375, 0.5788376266891891, 0.5048319498697916, 0.596160888671875]","[-78.75244140625, -108.765625, -91.44041442871094, -95.81640625, -78.30419921875, -106.10791015625, -77.3212890625, -126.1689453125, -65.744140625, -90.4111328125]","[-76.041015625, -123.6123046875, -109.35041809082031, -124.5908203125, -95.259765625, -128.041015625, -91.10009765625, -147.5859375, -77.860107421875, -109.48828125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.15,openai
0.7160136686540749,"[-0.05217552185058594, 0.485625, 0.7103449503580729, 0.7654451069078947, 0.6119776311910378, 0.5139508928571429, 0.9104434742647058, 1.3802548363095237, 0.87707763671875, 0.9662724247685185, 0.7069339236697635]","[-90.77230072021484, -90.2734375, -72.01904296875, -48.40185546875, -176.011474609375, -89.6259765625, -102.134765625, -49.0224609375, -75.44830322265625, -74.11669921875, -101.20166015625]","[-89.1026840209961, -102.4140625, -89.06732177734375, -62.9453125, -208.4462890625, -107.6142578125, -133.08984375, -78.0078125, -97.375244140625, -100.2060546875, -127.35821533203125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.7473567227729611,"[-0.1259765625, 0.6092932224273682, 0.6338121568834459, 0.6939453125, 0.7235979352678571, 0.6977386474609375, 1.0003170013427733, 0.9703634510869565, 0.79486083984375, 1.3547200520833333, 0.418548583984375, 1.197060032894737]","[-58.5390625, -93.36275482177734, -120.0250244140625, -56.2412109375, -81.9736328125, -86.34259033203125, -87.25632858276367, -63.720703125, -71.330078125, -41.97216796875, -117.31939697265625, -82.19921875]","[-56.271484375, -112.86013793945312, -143.47607421875, -70.1201171875, -102.234375, -108.67022705078125, -117.26583862304688, -86.0390625, -90.40673828125, -62.29296875, -131.550048828125, -127.6875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.638140436446959,"[0.09375, 0.3745528511379076, 0.3612537384033203, 0.7402180989583333, 1.6207406180245536, 0.9197095788043478, 0.749208984375, 0.8276611328125, 0.4855381892277644, 0.4178314208984375, 0.42908018827438354]","[-5.28125, -87.36471557617188, -184.961669921875, -102.06884765625, -25.93218994140625, -60.1474609375, -61.313232421875, -58.1434326171875, -95.00173950195312, -96.21240234375, -102.98278999328613]","[-5.375, -95.97943115234375, -208.0819091796875, -124.275390625, -48.62255859375, -81.30078125, -80.04345703125, -70.558349609375, -107.625732421875, -109.5830078125, -116.7133560180664]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.5370225290376465,"[-0.10740443638392858, 0.3425874255952381, 0.528662109375, 0.5816243489583334, 0.864714591733871, 0.694140625, 0.8552909519361414, 0.5423409598214286, 0.5312461853027344]","[-91.494140625, -67.1806640625, -217.0654296875, -62.9453125, -90.95695495605469, -89.2099609375, -74.59405517578125, -65.80859375, -116.966796875]","[-88.48681640625, -74.375, -254.07177734375, -76.904296875, -117.76310729980469, -110.0341796875, -94.2657470703125, -77.19775390625, -133.9666748046875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.489851860008466,"[-0.09342575073242188, 0.933050537109375, 0.5928480360243056, 0.5545608058120265, 0.556689453125, 0.7198262532552083, 0.38588905334472656, 0.5430309295654296, 0.21619742257254465]","[-134.993408203125, -50.2586669921875, -108.037353515625, -220.01177978515625, -134.798828125, -83.75994873046875, -83.59832763671875, -91.47350692749023, -77.59405517578125]","[-132.0037841796875, -68.919677734375, -129.3798828125, -256.61279296875, -157.06640625, -105.354736328125, -95.94677734375, -107.76443481445312, -83.6475830078125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.4843107670287555,"[-0.0007999420166015625, 0.3350423177083333, 0.360928955078125, 0.9309895833333334, 0.5599557976973685, 0.2726527622767857, 0.6571799830386513, 0.5370053972516741, 0.705842048891129]","[-131.472412109375, -100.8917236328125, -216.27810668945312, -107.84375, -111.3585205078125, -79.48388671875, -51.598236083984375, -105.44733428955078, -83.474609375]","[-131.44041442871094, -111.9481201171875, -243.3477783203125, -135.7734375, -132.6368408203125, -87.1181640625, -64.08465576171875, -124.24252319335938, -105.355712890625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.5193108983772224,"[-0.06723127693965517, 0.596119854901288, 0.827264404296875, 0.6276238759358724, 0.6478365384615384, 0.46754738136574076, 0.6017813846982759, 0.3005389404296875, 0.6676726341247559, 0.5239552464978449]","[-99.4638671875, -78.38594388961792, -89.16867065429688, -62.55519104003906, -111.588623046875, -84.44189453125, -85.74609375, -71.05879211425781, -86.40914154052734, -98.08837890625]","[-97.51416015625, -100.44237852096558, -118.1229248046875, -77.6181640625, -136.854248046875, -97.065673828125, -103.19775390625, -78.572265625, -107.77466583251953, -113.2830810546875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.735291011582269,"[-0.04683743990384615, 0.30386312905844154, 0.8033828735351562, 1.5049099392361112, 2.2509478400735294, 0.19782257080078125, 0.7028645833333333, 0.3991912841796875, 0.8303083336871603, 0.4064570018223354]","[-94.2412109375, -280.1719970703125, -106.1865234375, -50.447509765625, -34.71435546875, -109.718017578125, -145.15625, -154.0589599609375, -92.21943664550781, -121.70660448074341]","[-93.0234375, -303.5694580078125, -131.894775390625, -77.535888671875, -72.98046875, -116.04833984375, -166.2421875, -170.026611328125, -111.3165283203125, -135.93259954452515]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.7766140720712408,"[-0.23718719482421874, 0.8008840460526315, 0.9240478515625, 1.4698224748883928, 0.5352836277173914, 0.937744140625, 0.5889521059782609, 1.4037272135416667, 0.6626739501953125, 0.5405639012654623, 0.91624267578125]","[-81.2412109375, -65.513671875, -62.98828125, -47.46063232421875, -95.182861328125, -75.82421875, -84.33203125, -72.756103515625, -53.93267822265625, -65.3720350265503, -78.23875427246094]","[-76.49746704101562, -80.73046875, -81.46923828125, -78.326904296875, -107.494384765625, -90.828125, -97.8779296875, -102.234375, -67.1861572265625, -76.723876953125, -101.14482116699219]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.6171361326295681,"[-0.06271944912997159, 0.7798755787037037, 0.626847913188319, 0.5528548104422433, 0.3753805160522461, 0.8267903645833333, 1.0771738688151042, 0.9264119466145834, 0.4516096443965517]","[-185.78582000732422, -81.02490234375, -66.41713333129883, -92.40824890136719, -91.22694396972656, -76.234375, -69.90794372558594, -67.955078125, -64.3992919921875]","[-182.33625030517578, -102.08154296875, -85.84941864013672, -107.88818359375, -103.23912048339844, -101.0380859375, -95.76011657714844, -90.18896484375, -77.4959716796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.2,openai
0.5254419746958261,"[-0.05269432067871094, 0.4458912037037037, 0.6537198153409091, 0.6810043797348485, 0.3333612698227612, 0.5973899595199093, 0.8429827008928571, 0.4549371127424569, 0.9154579856178977, 0.3823696402616279]","[-93.93929290771484, -94.9921875, -69.0205078125, -130.69287109375, -209.0228271484375, -200.552978515625, -86.765625, -94.16909790039062, -76.02166748046875, -137.70654296875]","[-92.2530746459961, -107.03125, -83.40234375, -153.166015625, -231.3580322265625, -237.59115600585938, -110.369140625, -107.36227416992188, -96.1617431640625, -154.1484375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.25,openai
0.5366160376900171,"[-0.1259765625, 0.4079090754191081, 0.6811582503780242, 0.5100957697088068, 0.8423108552631579, 0.646181443158318, 0.6213650173611112, 0.3802218967013889, 0.6058568709935898, 0.7970377604166666]","[-58.5390625, -128.38417053222656, -89.98638916015625, -68.99395751953125, -60.685546875, -104.23896789550781, -41.7255859375, -54.9375, -106.4482421875, -72.5888671875]","[-56.271484375, -147.96380615234375, -111.102294921875, -80.216064453125, -76.689453125, -126.20913696289062, -52.91015625, -61.781494140625, -130.07666015625, -91.7177734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.25,openai
0.6764423735240181,"[0.09375, 0.3745528511379076, 0.40977223714192706, 0.5392608642578125, 0.5920316256009616, 0.5698816636029411, 1.3282386772334576, 0.8693695068359375, 0.995758056640625, 0.913468070652174, 0.6927857058388847, 0.7384392233455882]","[-5.28125, -87.36471557617188, -50.02911376953125, -95.4439697265625, -57.9599609375, -114.1982421875, -90.16140139102936, -60.37724304199219, -14.1844482421875, -73.650390625, -88.45823574066162, -124.052734375]","[-5.375, -95.97943115234375, -59.8636474609375, -114.31809997558594, -73.352783203125, -133.57421875, -132.6650390625, -80.37274169921875, -18.16748046875, -94.66015625, -107.85623550415039, -149.15966796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.25,openai
0.589401472271117,"[-0.02092375578703704, 1.08404296875, 0.3650902437876506, 0.6894522404325181, 0.5556458503969254, 0.8631012860466453]","[-80.7314453125, -64.78466796875, -250.222900390625, -217.58514404296875, -84.92512512207031, -83.82467651367188]","[-80.16650390625, -91.8857421875, -280.525390625, -265.1573486328125, -102.150146484375, -113.17012023925781]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.25,openai
0.5902308478060989,"[-0.048715444711538464, 1.0516796875, 0.3491753472222222, 0.5098855154854911, 0.5597346379206731, 1.190875244140625, 0.6510403442382813, 0.7377748842592593, 0.5912879495059743, 0.3095703125]","[-106.0572509765625, -64.560546875, -169.8072509765625, -97.82098388671875, -91.8560791015625, -49.328155517578125, -60.89948272705078, -83.14453125, -85.46038818359375, -103.77880859375]","[-104.7906494140625, -90.8525390625, -188.6627197265625, -112.0977783203125, -106.4091796875, -73.14566040039062, -77.17549133300781, -103.064453125, -105.56417846679688, -116.16162109375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct,,0.25,openai
