scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0.5262438520023615,"[-0.014242299397786458, 0.3811901461693548, 0.13239978608630953, 1.00128526157803, 0.04658203125, 0.41972906930106024, 1.087731122970581, 1.1552756980613426]","[-98.7736587524414, -89.84832763671875, -245.69976806640625, -92.3868055343628, -68.283203125, -224.86710357666016, -142.66488647460938, -73.24322509765625]","[-98.34638977050781, -101.66522216796875, -254.04095458984375, -128.43307495117188, -69.21484375, -254.24813842773438, -212.27967834472656, -104.4356689453125]",Old friend calls after twenty years of silence.,openai-community/gpt2-xl,1
0.26716327117030775,"[-0.1361717810997596, 0.1449652777777778, 0.15871923110064337, 0.381484375, 0.114898681640625, 0.6576719284057617, 0.2606658935546875, 0.213322825246043, 0.49723513424396515, 0.37884114583333334]","[-83.78369140625, -101.16796875, -107.31684875488281, -72.283203125, -93.69384765625, -47.31343078613281, -80.2274169921875, -227.32289123535156, -98.59067392349243, -96.021484375]","[-80.24322509765625, -105.08203125, -112.71330261230469, -81.8203125, -96.9110107421875, -57.836181640625, -88.04739379882812, -243.74874877929688, -114.50219821929932, -107.38671875]",You find someone’s wallet and recognize the photo inside.,openai-community/gpt2-xl,1
0.23725626279302436,"[-0.0126953125, 0.22323069852941177, 0.0620973066850142, 0.23631456163194445, 0.11632080078125, 0.7935546875, -0.26420694986979165, 0.04649135044642857, 0.7933216094970703, 0.1921251932779948, 0.34912109375, 0.31140011378696986]","[-0.2158203125, -75.4794921875, -204.83281707763672, -115.58837890625, -87.866943359375, -59.603515625, -68.39141845703125, -112.537109375, -109.67816162109375, -97.26254272460938, -11.0712890625, -145.53965282440186]","[-0.203125, -79.2744140625, -208.2481689453125, -124.095703125, -90.193359375, -67.5390625, -64.42831420898438, -113.8388671875, -135.064453125, -103.02629852294922, -12.4677734375, -156.4386568069458]",Neighbor asks you to keep a strange secret.,openai-community/gpt2-xl,1
0.448829733026309,"[-0.1390327785326087, 1.066200657894737, 0.11652789199561403, 0.8293861566587936, 0.2037107195172991, 0.4025488959418403, 0.6216162109375, 0.4896801097972973]","[-87.9744873046875, -63.06640625, -208.6279296875, -116.93365478515625, -235.71730041503906, -127.90325927734375, -74.3541259765625, -124.7666015625]","[-84.7767333984375, -83.32421875, -215.27001953125, -152.59725952148438, -249.97705078125, -142.39501953125, -89.89453125, -142.884765625]",You overhear a conversation not meant for you.,openai-community/gpt2-xl,1
0.3538256875954288,"[-0.16644287109375, 0.4640604654947917, 0.156787109375, 0.2615914425607455, 0.49243382045200895, 1.1936046154268327, 0.16284497578938803, 0.26572594275841344]","[-150.0654296875, -68.29638671875, -69.718017578125, -196.65727996826172, -180.5875244140625, -95.82911133766174, -152.71701049804688, -113.78730773925781]","[-144.7392578125, -79.433837890625, -73.6376953125, -212.0911750793457, -208.163818359375, -132.83085441589355, -160.5335693359375, -124.15061950683594]",Unexpected letter arrives with no return address or name.,openai-community/gpt2-xl,1
0.3849957958522113,"[-0.034771543560606064, 0.3875766877205141, 0.6338985667509192, 0.7456868489583334, 0.29383576221955127, 0.5466127748842593, 0.08686355064655173, 0.32491503263774674, 0.40357349537037035, 0.20501077586206898, 0.6417518028846154]","[-103.65576171875, -130.6357192993164, -232.1585693359375, -80.421875, -159.4158935546875, -71.72705078125, -78.31787109375, -154.56979370117188, -94.97265625, -120.0078125, -92.0009765625]","[-102.50830078125, -142.65059661865234, -275.263671875, -98.318359375, -170.87548828125, -86.485595703125, -80.8369140625, -166.91656494140625, -105.869140625, -125.953125, -108.6865234375]",A chance meeting changes your entire daily routine.,openai-community/gpt2-xl,1
0.44765486607265864,"[-0.09394915350552263, 0.5344659213362069, 0.45983651968149036, 0.238720703125, 0.4230405745967742, 0.9827938988095238, 0.43463134765625, 0.473724365234375, 0.18453776041666667, 0.8387467233758223]","[-93.5266342163086, -69.12939453125, -89.74530029296875, -56.33544921875, -102.330078125, -52.736328125, -76.70751953125, -106.7021484375, -120.67626953125, -111.47918701171875]","[-90.80210876464844, -84.62890625, -101.7010498046875, -61.10986328125, -115.4443359375, -73.375, -87.138671875, -121.861328125, -126.21240234375, -143.3515625]",You help a stranger and they never say thanks.,openai-community/gpt2-xl,1
0.5342823368368472,"[0.03854166666666667, 0.06921315747638081, 0.678125, 0.4721033732096354, 0.8739983053768382, 0.5615476720473346, -0.0023235452586206897, 0.7144030022294554, 0.7144350798233695, 0.29099754050925924, 1.466064453125]","[-96.751953125, -162.36264038085938, -56.9375, -248.99947357177734, -125.0037841796875, -94.41561889648438, -115.5673828125, -248.31568002700806, -69.6046142578125, -86.62451171875, -9.87646484375]","[-97.908203125, -165.33880615234375, -63.71875, -277.32567596435547, -154.7197265625, -113.50823974609375, -115.5, -300.4670991897583, -86.03662109375, -94.4814453125, -17.206787109375]",Lost phone reveals someone’s hidden double life.,openai-community/gpt2-xl,1
0.306490671720433,"[-0.14724646674262154, 0.7974403782894737, 0.5578904585404829, 0.4262491861979167, -0.029270465557391826, 0.1047821044921875, 0.4434407552083333, 0.7296051025390625, -0.05212682088216146, 0.23414248511904762]","[-84.63551330566406, -63.5380859375, -71.48016357421875, -92.8720703125, -110.70664978027344, -219.1409912109375, -91.15673828125, -79.19061279296875, -92.46632385253906, -67.728515625]","[-81.98507690429688, -78.689453125, -83.75375366210938, -103.10205078125, -109.94561767578125, -225.0087890625, -104.4599609375, -93.78271484375, -90.90251922607422, -72.6455078125]",You see someone you know pretending not to notice.,openai-community/gpt2-xl,1
0.24216702666013035,"[-0.07412020365397136, 0.39029296875, 0.09698783026801215, 0.06133270263671875, 0.21357014973958333, 0.29808807373046875, 0.15586471557617188, 0.3589138454861111, 0.7749377835181451, 0.14580240055006377]","[-248.54999923706055, -67.6240234375, -112.35207748413086, -113.19140625, -106.361083984375, -114.879150390625, -106.1597671508789, -170.3837890625, -101.98095703125, -163.67179107666016]","[-243.2133445739746, -77.38134765625, -115.8436393737793, -114.66339111328125, -112.7681884765625, -124.41796875, -111.7708969116211, -183.3046875, -126.0040283203125, -170.81610870361328]",Childhood home is up for sale again.,openai-community/gpt2-xl,1
0.40307985378201105,"[-0.03497022740981158, 0.3087681361607143, 0.05403084590517242, 0.3220099246863163, 0.7791521025866996, 1.1299556609122985, 0.32373590180368134, 0.421689453125, 0.3233468862680288]","[-111.3459243774414, -92.485107421875, -119.81884765625, -211.8668670654297, -110.82301330566406, -93.18435668945312, -132.88835906982422, -82.046630859375, -225.84915161132812]","[-110.15693664550781, -101.130615234375, -121.3857421875, -233.11952209472656, -142.76824951171875, -128.21298217773438, -143.5716438293457, -92.5888671875, -246.86669921875]",Old friend calls after twenty years of silence.,openai-community/gpt2-xl,1
0.2950487448703259,"[-0.19436163651315788, 0.5922314453125, 0.4982421875, 0.5100266029094828, 0.18245675223214286, 0.10996942934782608, 0.33666087962962965, 0.40161585807800293, 0.29653212603400736, 0.21711380417282516]","[-58.6455078125, -82.8177490234375, -109.578125, -81.73956298828125, -130.42742919921875, -95.83203125, -97.486328125, -78.09208679199219, -99.09745788574219, -105.57489776611328]","[-54.95263671875, -97.62353515625, -127.0166015625, -96.53033447265625, -136.81341552734375, -98.361328125, -106.576171875, -90.94379425048828, -109.17955017089844, -113.60810852050781]",You find someone’s wallet and recognize the photo inside.,openai-community/gpt2-xl,1
0.32934037434783997,"[-0.033203125, 0.2659989870511569, 0.058324420262896824, 1.0775883286087602, 0.45232077205882354, 0.32534950657894735, 0.23761858258928573, 0.3567288306451613, 0.9811079237196181, -0.08805338541666667, 0.34557228088378905, -0.027268629807692308]","[-11.001953125, -99.4710578918457, -240.730712890625, -84.92708778381348, -49.07568359375, -77.3203125, -85.60302734375, -157.0126953125, -105.12077331542969, -13.32958984375, -63.83314514160156, -91.794921875]","[-10.90234375, -106.38703155517578, -244.4051513671875, -114.02197265625, -56.76513671875, -83.501953125, -92.25634765625, -168.0712890625, -140.44065856933594, -13.0654296875, -70.74459075927734, -91.0859375]",Neighbor asks you to keep a strange secret.,openai-community/gpt2-xl,1
0.5301355282423919,"[-0.181982421875, 0.7174027054398148, 0.13557660697710397, 0.649354011781754, 0.2525679976851852, 0.4582648026315789, 0.3857421875, 1.781800703568892, 0.5724931604721967]","[-72.835693359375, -67.588134765625, -361.7489013671875, -84.28485107421875, -99.37890625, -70.427734375, -106.1572265625, -76.88864135742188, -113.00788879394531]","[-69.196044921875, -86.9580078125, -375.442138671875, -104.41482543945312, -106.1982421875, -79.134765625, -115.4150390625, -116.0882568359375, -132.47265625]",You overhear a conversation not meant for you.,openai-community/gpt2-xl,1
0.48065192416423885,"[-0.1528778076171875, 0.38836348684210525, 0.2477783203125, 0.3560897163722826, 0.07024242259837964, 1.4162023207720589, 0.45373222155448717, 0.14334309895833333, 0.4551805065524194, 1.4284649552970097]","[-117.2197265625, -52.0791015625, -95.824462890625, -61.0389404296875, -201.62744140625, -50.258544921875, -104.835693359375, -107.377197265625, -124.24530029296875, -83.02873992919922]","[-112.32763671875, -59.4580078125, -103.2578125, -69.22900390625, -205.4205322265625, -74.333984375, -122.53125, -111.677490234375, -138.35589599609375, -124.4542236328125]",Unexpected letter arrives with no return address or name.,openai-community/gpt2-xl,1
0.3412839574182258,"[-0.019984654017857144, 0.565323539402174, 0.49146498295298796, 0.8079986572265625, 0.24954308403862846, 0.25936686197916664, 0.32029513655037717, 0.26111778846153844, 0.13643022017045456]","[-98.36328125, -78.27001953125, -225.229248046875, -89.3232421875, -94.04437255859375, -104.10888671875, -118.42219924926758, -73.318359375, -143.622802734375]","[-97.8037109375, -91.2724609375, -253.2427520751953, -115.17919921875, -103.02792358398438, -111.889892578125, -127.71075820922852, -80.107421875, -149.625732421875]",A chance meeting changes your entire daily routine.,openai-community/gpt2-xl,1
0.410555455285059,"[-0.04999016071188039, 0.82316650390625, 0.40723443800403225, 0.5121439615885417, 0.9723420319733797, 0.3741125663121541, 0.3678023726851852, 0.18486970121210272, 0.0881076388888889, 0.4257654989919355]","[-84.19670104980469, -51.87957763671875, -76.77578735351562, -138.015869140625, -86.30938720703125, -70.17393398284912, -73.7001953125, -102.26432156562805, -63.140625, -99.224853515625]","[-82.74698638916016, -72.458740234375, -89.40005493164062, -153.38018798828125, -112.5626220703125, -79.15263557434082, -83.630859375, -108.36502170562744, -64.7265625, -112.423583984375]",You help a stranger and they never say thanks.,openai-community/gpt2-xl,1
0.3299910968677995,"[0.04152199074074074, 0.10637063895706582, 0.9704000538793104, 0.22428814870006633, 0.6417410714285714, 0.22414491234756098, 0.38546620244565216, 0.2259368896484375, 0.1500499636627907]","[-84.0078125, -412.2644805908203, -107.384765625, -174.2477149963379, -167.04791259765625, -161.091796875, -88.30859375, -116.77154541015625, -177.560546875]","[-85.12890625, -424.28436279296875, -135.5263671875, -186.1349868774414, -202.98541259765625, -170.28173828125, -97.17431640625, -125.80902099609375, -184.0126953125]",Lost phone reveals someone’s hidden double life.,openai-community/gpt2-xl,1
0.659881144028463,"[-0.14724646674262154, 0.7974403782894737, 0.5492527173913043, 0.27011544363839285, 1.1348366737365723, 0.2616965553977273, 0.60357666015625, 0.573258109714674, 1.2875161006532867, 1.268365268049569]","[-84.63551330566406, -63.5380859375, -97.80078125, -97.1982421875, -80.6950011253357, -77.213623046875, -59.554534912109375, -75.9219970703125, -112.35050964355469, -73.4881591796875]","[-81.98507690429688, -78.689453125, -110.43359375, -104.761474609375, -109.06591796875, -82.970947265625, -73.43679809570312, -89.10693359375, -149.6884765625, -110.270751953125]",You see someone you know pretending not to notice.,openai-community/gpt2-xl,1
0.2995811023694665,"[-0.24632432725694445, 0.07708514178240741, 0.08224764737215909, 0.2160197077570735, 0.6086774553571429, 0.09491325827205882, 1.074575353551794, 0.7855975811298077, 0.07303873697916667, 0.22998046875]","[-59.838623046875, -117.535888671875, -126.10821533203125, -111.04048919677734, -86.142578125, -147.9405517578125, -81.38050842285156, -133.2015380859375, -61.811279296875, -118.76806640625]","[-55.40478515625, -119.6171875, -128.8223876953125, -119.03321838378906, -103.185546875, -151.1676025390625, -110.39404296875, -163.83984375, -63.564208984375, -126.58740234375]",Childhood home is up for sale again.,openai-community/gpt2-xl,1
0.48940736493097636,"[-0.025021408543442234, 0.3670166015625, 0.2916447566105769, 0.2763671875, 0.4510046151968149, 0.6895051584011171, 0.8361158609390259, 0.8992262620192307, 0.3671044921875, 0.21751852596507354, 1.0129989624023437]","[-115.2658462524414, -114.361572265625, -91.940673828125, -71.8525390625, -233.22180938720703, -102.46621990203857, -111.567702293396, -83.9326171875, -79.3150634765625, -135.1973876953125, -103.47161865234375]","[-114.44013977050781, -125.3720703125, -99.5234375, -77.9326171875, -262.537109375, -130.73593139648438, -145.01233673095703, -107.3125, -88.49267578125, -142.593017578125, -143.9915771484375]",Old friend calls after twenty years of silence.,openai-community/gpt2-xl,1
0.2707884234070932,"[-0.19436163651315788, 0.304931640625, 0.211181640625, 0.5873046875, 0.2667317708333333, 0.40911660474889416, 0.11237530636064934, 0.30051403999328613, 0.36936841692243305, 0.13583752688239603, 0.06344716689165901, 0.683013916015625]","[-58.6455078125, -94.451171875, -128.17529296875, -52.48828125, -89.9228515625, -75.67459964752197, -101.53136098384857, -77.15904211997986, -87.34866333007812, -59.24673891067505, -118.06403350830078, -103.0965576171875]","[-54.95263671875, -104.208984375, -135.77783203125, -64.234375, -97.9248046875, -89.58456420898438, -105.23974609375, -84.67189311981201, -97.69097900390625, -61.55597686767578, -120.22123718261719, -130.4171142578125]",You find someone’s wallet and recognize the photo inside.,openai-community/gpt2-xl,1
0.3599162039015517,"[-0.0126953125, 0.26778507232666016, 0.06257357662671233, 0.5945901870727539, 0.6328299386160714, 0.3825871394230769, 0.27375397858796297, 0.723040771484375, 0.4723933293269231, 0.2896728515625, 0.27254671039003314]","[-0.2158203125, -88.60084915161133, -257.8564453125, -113.82077026367188, -36.936279296875, -103.583984375, -99.1259765625, -52.050140380859375, -97.05291748046875, -99.12890625, -98.4880599975586]","[-0.203125, -95.02769088745117, -262.42431640625, -132.84765625, -45.7958984375, -113.53125, -106.517333984375, -62.895751953125, -109.33514404296875, -108.3984375, -107.48210144042969]",Neighbor asks you to keep a strange secret.,openai-community/gpt2-xl,1
0.2780803234837814,"[-0.1482421875, 0.2947358630952381, 0.09442138671875, 0.3859456380208333, 0.3555634597252155, 0.46962890625, 0.4901529947916667, 0.5213357676630435, 0.039181082589285716]","[-113.9345703125, -71.052734375, -316.0136413574219, -69.80859375, -108.3253173828125, -93.47412109375, -82.62220001220703, -69.0380859375, -146.960693359375]","[-109.4873046875, -77.2421875, -323.8506164550781, -79.0712890625, -118.63665771484375, -107.56298828125, -94.38587188720703, -81.02880859375, -148.33203125]",You overhear a conversation not meant for you.,openai-community/gpt2-xl,1
0.2753107152188332,"[-0.1698269314236111, 0.6615696957236842, 0.2488064236111111, 0.08321507771809895, 0.5142333984375, 0.21269880022321427, 0.272021484375, 0.625493876139323, 0.029584612165178572]","[-153.2119140625, -56.57373046875, -115.39453125, -280.9563751220703, -135.751953125, -102.189697265625, -81.48583984375, -97.91304016113281, -78.25225830078125]","[-147.09814453125, -69.1435546875, -124.3515625, -286.94786071777344, -156.3212890625, -108.145263671875, -89.646484375, -116.6778564453125, -79.08062744140625]",Unexpected letter arrives with no return address or name.,openai-community/gpt2-xl,1
0.3387330948370797,"[-0.023565995065789474, 0.3230433872767857, 0.533501216343471, 1.0866842830882353, 0.13535563151041666, 0.2538337707519531, 0.3031969572368421, 0.11557430691189235, 0.3209742954799107]","[-128.23193359375, -133.6016845703125, -269.44529724121094, -120.9296875, -122.98974609375, -105.7437744140625, -57.64453125, -131.4145050048828, -116.02236938476562]","[-127.33642578125, -144.908203125, -314.2593994140625, -157.876953125, -128.26861572265625, -113.866455078125, -63.4052734375, -135.57518005371094, -127.2564697265625]",A chance meeting changes your entire daily routine.,openai-community/gpt2-xl,1
0.3201297182030659,"[-0.10534274193548387, 0.4097266326079497, 0.28359391954210067, 0.4063669840494792, 0.33632114955357145, 0.27713577835648145, 0.13400957661290322, 0.2079949012169471, 0.07786762013154871, 1.1736233618951613]","[-118.46875, -75.7847957611084, -92.43829345703125, -65.3253173828125, -145.14306640625, -88.65234375, -120.5146484375, -68.27786254882812, -129.53829193115234, -110.62939453125]","[-115.203125, -90.94468116760254, -102.64767456054688, -75.078125, -159.2685546875, -96.135009765625, -124.6689453125, -73.68572998046875, -132.185791015625, -147.01171875]",You help a stranger and they never say thanks.,openai-community/gpt2-xl,1
0.49701361905415997,"[0.04152199074074074, 0.03987584489115169, 1.2466237921463816, 0.8712681361607143, 1.543495579769737, 0.1304779052734375, 0.2899678548177083, 0.6964111328125, 0.13546630859375, -0.024972354664522058]","[-84.0078125, -307.31414794921875, -104.00494384765625, -68.503662109375, -48.22802734375, -104.37109375, -163.9576416015625, -159.5426025390625, -112.97857666015625, -119.5302734375]","[-85.12890625, -310.86309814453125, -151.37664794921875, -86.80029296875, -77.554443359375, -108.54638671875, -174.396484375, -189.48828125, -116.365234375, -118.68121337890625]",Lost phone reveals someone’s hidden double life.,openai-community/gpt2-xl,1
0.37399340544998305,"[-0.07448577880859375, 0.8573704769736842, 0.622216796875, 0.6370880126953125, 0.2920558763586957, 0.025634765625, 0.33625594429347827, 0.5931454613095238, 0.3387445449829102, 0.32669237526980316, 0.159208984375]","[-95.42843627929688, -61.0361328125, -77.1005859375, -81.81278991699219, -101.24853515625, -91.91796875, -84.65087890625, -88.1552734375, -65.8616943359375, -66.28130412101746, -84.02001953125]","[-93.938720703125, -77.326171875, -89.544921875, -97.739990234375, -107.9658203125, -92.328125, -92.384765625, -100.611328125, -72.6365852355957, -73.46853637695312, -88.000244140625]",You see someone you know pretending not to notice.,openai-community/gpt2-xl,1
0.39732155245163875,"[-0.07045676491477272, 0.4271195023148148, 0.18455729765050552, 0.8501797380118534, 0.31398582458496094, 0.3021240234375, 0.8681551615397135, 0.38431490384615385, 0.3159142855940194]","[-234.76104736328125, -91.611328125, -106.81037139892578, -106.72369384765625, -100.89996337890625, -114.931640625, -80.70919799804688, -102.81640625, -71.1397705078125]","[-230.11090087890625, -103.1435546875, -113.08531951904297, -131.37890625, -110.947509765625, -124.599609375, -101.544921875, -112.80859375, -80.30128479003906]",Childhood home is up for sale again.,openai-community/gpt2-xl,1
0.44777169787137394,"[-0.03497022740981158, 0.4200439453125, 0.22406005859375, 0.92525634765625, 0.5006508646132071, 0.9538653022364566, 0.5132533482142857, 0.06780576705932617, 0.18879112830528846, 0.7189604441324869]","[-111.3459243774414, -117.8916015625, -91.564453125, -178.078125, -244.72855758666992, -213.97540664672852, -87.83203125, -130.2266845703125, -123.7796630859375, -144.8733425140381]","[-110.15693664550781, -131.3330078125, -96.94189453125, -215.08837890625, -284.2799758911133, -286.4691696166992, -102.203125, -132.39646911621094, -128.688232421875, -177.2265625]",Old friend calls after twenty years of silence.,openai-community/gpt2-xl,1
0.4328298464085778,"[-0.19436163651315788, 0.221005859375, 0.3341885616904811, 0.2433194247159091, 0.8363486842105263, 0.2583974202473958, 0.4282924107142857, 0.8069118923611112, 0.1485537574404762, 1.24564208984375]","[-58.6455078125, -134.82275390625, -123.49224090576172, -67.7314453125, -68.408203125, -122.8140869140625, -56.794921875, -57.10791015625, -130.716796875, -90.6385498046875]","[-54.95263671875, -145.873046875, -136.19140625, -73.08447265625, -84.298828125, -132.11639404296875, -65.7890625, -71.63232421875, -136.9560546875, -128.0078125]",You find someone’s wallet and recognize the photo inside.,openai-community/gpt2-xl,1
0.25711704037736344,"[-0.0126953125, 0.26778507232666016, 0.3361183449074074, 0.12676553165211396, -0.018051609848484848, 0.4030304470577756, 0.20669991629464285, 0.8978859230324074, -0.0853271484375, 0.29377547554347827, 0.32621192932128906, 0.3432059151785714]","[-0.2158203125, -88.60084915161133, -80.9443359375, -100.23117065429688, -112.6591796875, -118.80576753616333, -150.7838134765625, -79.36212158203125, -13.13037109375, -87.34765625, -97.81293487548828, -109.748046875]","[-0.203125, -95.02769088745117, -90.01953125, -104.54119873046875, -112.0634765625, -133.71789407730103, -158.018310546875, -103.60504150390625, -12.7890625, -94.1044921875, -106.94686889648438, -121.76025390625]",Neighbor asks you to keep a strange secret.,openai-community/gpt2-xl,1
0.45850908508232174,"[-0.12278464988425926, 1.0338187839673914, 0.12475082554768041, 0.917391620104826, 0.5293172200520834, 0.2685607107062089]","[-90.044921875, -74.50537109375, -351.4088134765625, -248.7999267578125, -86.9078369140625, -115.15141296386719]","[-86.729736328125, -98.283203125, -363.5096435546875, -321.27386474609375, -102.787353515625, -125.35671997070312]",You overhear a conversation not meant for you.,openai-community/gpt2-xl,1
0.34575982026775576,"[-0.17198350694444445, 0.611181640625, 0.1060791015625, 0.21601092404332653, 0.3574072030874399, 0.3993072509765625, 0.2550862630208333, 0.5040914601293104, 1.0423502392239041, 0.138067626953125]","[-103.189453125, -78.432861328125, -226.520263671875, -104.53531575202942, -94.28480529785156, -59.5679931640625, -71.1435546875, -111.1533203125, -100.15181350708008, -110.809326171875]","[-98.5458984375, -93.71240234375, -232.6728515625, -110.79963254928589, -103.577392578125, -67.55413818359375, -77.265625, -125.77197265625, -137.67642211914062, -116.33203125]",Unexpected letter arrives with no return address or name.,openai-community/gpt2-xl,1
