scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0.478265504714142,"[-0.2002142544450431, 0.7176808324353449, 0.19275841346153846, 0.5853060767764137, 0.13802608366935484, 1.054594494047619, 0.5880754788716634, 0.7619895935058594, 0.2591830662318638, 0.6852552625868056]","[-87.9871826171875, -54.743408203125, -83.50177001953125, -44.23313903808594, -94.69775390625, -35.6796875, -68.78810501098633, -87.188232421875, -80.24754333496094, -89.602783203125]","[-82.18096923828125, -75.55615234375, -88.51348876953125, -56.524566650390625, -98.9765625, -57.826171875, -82.90191650390625, -111.5718994140625, -87.50466918945312, -114.27197265625]",You help a stranger and they never say thanks.,meta-llama/Llama-3.1-8B-Instruct,1
0.6771250741382876,"[-0.12176724137931035, 0.42842281565946694, 0.9421875, 0.4676036834716797, 0.3871345520019531, 0.34114523494944854, 0.21044334998497596, 0.7934963420286016, 0.7974561608355978, 0.4473828125, 2.75487060546875]","[-75.071044921875, -113.43801879882812, -54.625, -178.22951984405518, -93.66259765625, -85.71499633789062, -83.62356567382812, -205.37939453125, -60.703369140625, -81.5654296875, -6.02984619140625]","[-71.539794921875, -128.00439453125, -64.046875, -203.0125150680542, -106.0509033203125, -97.31393432617188, -89.0950927734375, -252.1956787109375, -79.04486083984375, -92.75, -19.80419921875]",Lost phone reveals someone’s hidden double life.,meta-llama/Llama-3.1-8B-Instruct,1
0.3954356995781421,"[-0.17925114101833767, 0.8092876233552632, 0.324188232421875, 0.7276195179332386, 0.0312959230863131, 0.3687869707743327, 0.4749908447265625, 0.7643585205078125, 0.09926060267857142, 0.5338199013157895]","[-58.552764892578125, -41.46923828125, -65.3343505859375, -54.18243408203125, -77.20783615112305, -111.26383972167969, -79.81570434570312, -68.25262451171875, -73.078125, -34.48193359375]","[-55.32624435424805, -56.845703125, -72.46649169921875, -70.1900634765625, -78.02153015136719, -128.96561431884766, -94.0654296875, -83.539794921875, -75.857421875, -44.62451171875]",You see someone you know pretending not to notice.,meta-llama/Llama-3.1-8B-Instruct,1
0.3407544126325902,"[-0.14125823974609375, 0.524764404296875, 0.04548433091905382, 0.49245799671519885, 0.3354237874348958, 0.5473461151123047, 0.5914600256717566, 0.5381536483764648, 0.2686120395002694, 0.20510001804517664]","[-148.2868194580078, -41.8531494140625, -96.93057250976562, -70.73330688476562, -78.28329467773438, -89.06500244140625, -70.91481018066406, -105.75332641601562, -62.30842590332031, -126.67398071289062]","[-139.6700668334961, -54.972259521484375, -98.56800842285156, -81.5673828125, -88.34600830078125, -106.580078125, -90.43299102783203, -122.9742431640625, -70.09817504882812, -136.10858154296875]",Childhood home is up for sale again.,meta-llama/Llama-3.1-8B-Instruct,1
0.24077296715761515,"[0.0030419134324596773, 0.31880623953683035, 0.2877468532986111, 0.020880482413552025, 0.3470155443464007, 0.3808548791067941, 0.15656389508928573, 0.4389981356534091, 0.21304876154119318]","[-73.86798095703125, -64.0455322265625, -62.1837158203125, -134.46274709701538, -88.5131778717041, -71.50903701782227, -100.990966796875, -48.054107666015625, -145.74441528320312]","[-73.9622802734375, -72.97210693359375, -69.952880859375, -135.61117362976074, -100.65872192382812, -82.1729736328125, -105.374755859375, -57.712066650390625, -157.46209716796875]",Old friend calls after twenty years of silence.,meta-llama/Llama-3.1-8B-Instruct,1
0.3282059861880876,"[-0.14925130208333334, 0.30283864339192706, 0.4601052024147727, 0.4995257059733073, 0.14023960658482143, -0.020907315340909092, 0.3258712203414352, 0.6978907267252604, 0.40730342158564814, 0.6184439522879465]","[-45.9697265625, -67.508056640625, -70.210693359375, -62.13786697387695, -100.07522583007812, -80.052734375, -79.08856201171875, -57.52801513671875, -59.33709716796875, -82.85934448242188]","[-43.283203125, -74.77618408203125, -85.3941650390625, -75.62506103515625, -104.98361206054688, -79.5927734375, -87.8870849609375, -78.46473693847656, -70.33428955078125, -104.5048828125]",You find someone’s wallet and recognize the photo inside.,meta-llama/Llama-3.1-8B-Instruct,1
0.07424913922733475,"[-0.7508138020833334, 0.1480731201171875, -0.04907752727640086, 0.630770756648137, 0.29696116727941174, 0.78759765625, -0.05062103271484375, 0.5374802809495193, 0.4861088991165161, -1.3050130208333333, 0.27040057712131077, -0.11087740384615384]","[-5.9873046875, -83.87832641601562, -151.434326171875, -64.24443054199219, -50.0751953125, -44.43896484375, -75.28030395507812, -91.5042724609375, -97.15468978881836, -14.71484375, -57.61888885498047, -86.26171875]","[-3.73486328125, -87.58015441894531, -148.58782958984375, -80.64447021484375, -55.12353515625, -57.828125, -73.8629150390625, -105.478759765625, -112.71017456054688, -10.7998046875, -62.48609924316406, -83.37890625]",Neighbor asks you to keep a strange secret.,meta-llama/Llama-3.1-8B-Instruct,1
0.4799547862332169,"[-0.17142333984375, 0.6736518012152778, 0.08347525247713415, 0.5506040511592742, 0.6802734375, 0.3709524054276316, 0.5679253472222222, 1.213792324066162, 0.350341796875]","[-51.243896484375, -47.3448486328125, -244.35595703125, -61.25553894042969, -59.753173828125, -51.5811767578125, -49.287841796875, -52.18634796142578, -92.765625]","[-47.8154296875, -65.533447265625, -251.200927734375, -78.32426452636719, -76.760009765625, -58.6292724609375, -59.510498046875, -71.60702514648438, -103.9765625]",You overhear a conversation not meant for you.,meta-llama/Llama-3.1-8B-Instruct,1
0.30131989438871776,"[-0.3254648844401042, 0.12561817169189454, 0.4460113525390625, 0.26153962508491846, 0.03472311600394871, 0.5481452941894531, 0.6476266649034288, 0.2611729194378031, 0.46818595096982757, 0.5456407335069444]","[-79.81103515625, -44.17919921875, -77.05560302734375, -46.912384033203125, -118.41168975830078, -42.62408447265625, -77.49543762207031, -95.10439109802246, -80.302001953125, -78.7552490234375]","[-70.04708862304688, -46.69156265258789, -90.43594360351562, -52.92779541015625, -120.00895309448242, -51.3944091796875, -100.80999755859375, -102.67840576171875, -93.87939453125, -93.487548828125]",Unexpected letter arrives with no return address or name.,meta-llama/Llama-3.1-8B-Instruct,1
0.3617784441330638,"[-0.13088673558728448, 0.6146573153409091, 0.5482872702858664, 1.0986480712890625, 0.22011311848958334, 0.1916346056707974, 0.23463298656322337, 0.22237454927884615, 0.25654481586657074]","[-83.74615478515625, -61.65625, -155.62822723388672, -68.7685546875, -76.97662353515625, -87.695068359375, -75.43599700927734, -62.2041015625, -91.3841552734375]","[-79.950439453125, -75.1787109375, -185.78402709960938, -103.92529296875, -84.90069580078125, -93.25247192382812, -81.77108764648438, -67.98583984375, -101.13285827636719]",A chance meeting changes your entire daily routine.,meta-llama/Llama-3.1-8B-Instruct,1
0.5007282673108635,"[-0.24359962858002762, 0.66251953125, 0.6151529127551664, 0.7124895368303571, 0.41594970703125, 0.5131104787190756, 0.5479103370949074, 0.46959544994212965, 0.9140625, 0.4000918480657762]","[-69.21109962463379, -48.07598876953125, -55.179954528808594, -92.625, -62.601043701171875, -59.87345886230469, -65.2452392578125, -64.0638427734375, -41.576171875, -92.06504821777344]","[-62.14671039581299, -64.63897705078125, -74.24969482421875, -112.57470703125, -72.99978637695312, -72.1881103515625, -80.038818359375, -76.742919921875, -58.029296875, -104.4678955078125]",You help a stranger and they never say thanks.,meta-llama/Llama-3.1-8B-Instruct,1
0.3145376650367668,"[-0.14207106370192307, 0.25566132535639496, 0.6922743055555556, 0.11495555530894887, 0.2615943908691406, 0.36327689034598215, 0.6977326766304348, 0.20347164838741988, 0.38394325657894735]","[-63.8896484375, -305.1122131347656, -90.71875, -143.45599365234375, -113.79913330078125, -126.89129638671875, -81.015625, -108.55376434326172, -134.6435546875]","[-60.19580078125, -329.91136169433594, -109.41015625, -148.5140380859375, -124.26290893554688, -142.14892578125, -97.0634765625, -116.4891586303711, -149.2333984375]",Lost phone reveals someone’s hidden double life.,meta-llama/Llama-3.1-8B-Instruct,1
0.5264117011184551,"[-0.17925114101833767, 0.8092876233552632, 0.7725883152173914, 0.5216815655048077, 0.1632779992145041, 0.051386052911931816, 0.719435982082201, 0.7341984340122768, 0.8971806278935185, 0.7743315520109953]","[-58.552764892578125, -41.46923828125, -81.2421875, -70.524658203125, -62.055442810058594, -59.89508056640625, -45.702545166015625, -43.05302429199219, -74.670654296875, -59.089599609375]","[-55.32624435424805, -56.845703125, -99.01171875, -84.08837890625, -65.81083679199219, -61.02557373046875, -62.24957275390625, -58.47119140625, -98.89453125, -79.99655151367188]",You see someone you know pretending not to notice.,meta-llama/Llama-3.1-8B-Instruct,1
0.37060210824776574,"[-0.4230211046006944, 0.4018283420138889, 0.4636269846270161, 0.4202096727159288, 0.5324183872767857, 0.32681884765625, 0.76492919921875, 0.39651406777871623, 0.498748779296875, 0.3239479064941406]","[-45.201080322265625, -87.96435546875, -71.2403564453125, -84.03562927246094, -67.59033203125, -92.06982421875, -52.68231201171875, -107.5777587890625, -58.576416015625, -81.020751953125]","[-37.586700439453125, -98.813720703125, -85.61279296875, -99.16317749023438, -82.498046875, -101.8743896484375, -71.8055419921875, -122.248779296875, -70.54638671875, -91.3870849609375]",Childhood home is up for sale again.,meta-llama/Llama-3.1-8B-Instruct,1
0.38066690057216324,"[-0.02353003717237903, 0.51966796875, 0.4505208333333333, 0.18493009868421054, 0.35695892909787735, 0.29682987758091517, 0.36694515452665444, 0.8636532738095238, 0.32554443359375, 0.43100766782407407, 0.41480770626583613]","[-73.95294189453125, -66.14208984375, -45.445465087890625, -36.5430908203125, -145.4149169921875, -84.66112518310547, -88.04632568359375, -46.73046875, -68.74267578125, -65.021240234375, -86.12992858886719]","[-73.2235107421875, -79.1337890625, -56.257965087890625, -40.0567626953125, -164.333740234375, -95.0501708984375, -100.5224609375, -64.8671875, -76.88128662109375, -76.658447265625, -101.47781372070312]",Old friend calls after twenty years of silence.,meta-llama/Llama-3.1-8B-Instruct,1
0.4302463543007869,"[-0.14925130208333334, 0.3608335852622986, 0.24234379948796453, 0.8167236328125, 0.36856515066964285, 0.43650197982788086, 0.18226648966471354, 0.383125636888587, 0.16682942708333334, 1.1592203776041667, 0.22410493738511028, 0.971692537006579]","[-45.9697265625, -66.42460250854492, -96.88609313964844, -45.09716796875, -70.14599609375, -72.71856307983398, -93.42424774169922, -60.8131103515625, -79.4931640625, -40.2562255859375, -112.36883544921875, -81.74853515625]","[-43.283203125, -77.97127723693848, -105.85281372070312, -61.431640625, -80.4658203125, -86.68662643432617, -98.89224243164062, -69.625, -83.4970703125, -57.64453125, -119.9884033203125, -118.6728515625]",You find someone’s wallet and recognize the photo inside.,meta-llama/Llama-3.1-8B-Instruct,1
0.35949852149458134,"[-0.00048828125, 0.4067538717518682, -0.009063720703125, 0.59384765625, 0.5676095145089286, 0.31980298913043476, 0.0378662109375, 0.7267842610677083, 0.6026021517240084, 0.37265777587890625, 0.33611130714416504]","[-0.11279296875, -60.260162353515625, -159.62255859375, -91.892578125, -30.534912109375, -69.4765625, -65.6383056640625, -44.8216552734375, -86.14911651611328, -84.0048828125, -90.54175567626953]","[-0.1123046875, -69.6155014038086, -159.04248046875, -109.7080078125, -38.4814453125, -76.83203125, -66.5849609375, -55.723419189453125, -101.8167724609375, -95.929931640625, -101.29731750488281]",Neighbor asks you to keep a strange secret.,meta-llama/Llama-3.1-8B-Instruct,1
0.3070682907307602,"[-0.20708792550223215, 0.2230282738095238, 0.026675851004464287, 0.6301167805989584, 0.2540017404863911, 0.15924479166666666, 0.8368915060292119, 0.6209867568243117, 0.2197568416595459]","[-66.14532470703125, -54.4072265625, -206.0216064453125, -53.369140625, -92.5703125, -85.3134765625, -69.5853271484375, -56.983642578125, -105.2525405883789]","[-60.34686279296875, -59.0908203125, -207.888916015625, -68.491943359375, -100.44436645507812, -90.0908203125, -88.83383178710938, -70.02436447143555, -112.28475952148438]",You overhear a conversation not meant for you.,meta-llama/Llama-3.1-8B-Instruct,1
0.18961995224268854,"[-0.3136768341064453, 0.33063220977783203, 0.11485799153645833, 0.15486075661399148, 0.59471435546875, 0.21005564722521552, 0.37884423040574594, 0.15208231608072917, 0.08420889718191964]","[-94.10906982421875, -44.01251220703125, -94.3028564453125, -194.3993682861328, -107.3095703125, -82.04168701171875, -73.62179565429688, -92.44575500488281, -68.21728515625]","[-84.0714111328125, -50.62515640258789, -98.437744140625, -204.62017822265625, -131.09814453125, -88.13330078125, -85.365966796875, -97.00822448730469, -70.57513427734375]",Unexpected letter arrives with no return address or name.,meta-llama/Llama-3.1-8B-Instruct,1
0.34988398219104877,"[-0.09373814020401393, 0.42606687545776367, 0.40994384765625, 1.1835693359375, 0.22654001336348684, 0.29392787388392855, 0.23533228824013158, 0.05917756216866629, 0.4081361832157258]","[-103.17607688903809, -82.69126892089844, -182.73764038085938, -76.255615234375, -98.3851318359375, -80.2177734375, -52.5030517578125, -111.8919849395752, -83.72406005859375]","[-99.52028942108154, -96.32540893554688, -213.48342895507812, -111.7626953125, -106.99365234375, -88.44775390625, -56.974365234375, -113.96319961547852, -96.37628173828125]",A chance meeting changes your entire daily routine.,meta-llama/Llama-3.1-8B-Instruct,1
0.40225334077008845,"[-0.15078630118534483, 0.7249856897302576, 0.1841465541294643, 0.7844899495442709, 0.22301307091346154, 0.43248381438078703, 0.4788523706896552, 0.3330078125, 0.4007387161254883, 0.6116017308728449]","[-85.65966796875, -59.306060791015625, -90.83367538452148, -52.8367919921875, -114.61688232421875, -72.10577392578125, -70.033203125, -55.546630859375, -81.82673645019531, -81.0340576171875]","[-81.286865234375, -86.13053131103516, -97.27880477905273, -71.66455078125, -123.31439208984375, -83.7828369140625, -83.919921875, -63.871826171875, -94.65037536621094, -98.7705078125]",You help a stranger and they never say thanks.,meta-llama/Llama-3.1-8B-Instruct,1
0.4200954644713609,"[-0.14207106370192307, 0.206403856153612, 0.7453337638608871, 0.5984225802951388, 1.633645450367647, 0.160186767578125, 0.12700602213541667, 0.5519287109375, 0.07925083326256793, 0.2408477238246373]","[-63.8896484375, -215.69595336914062, -80.5384521484375, -53.4952392578125, -36.00146484375, -98.076171875, -122.19140625, -132.46978759765625, -103.82383728027344, -102.72464942932129]","[-60.19580078125, -231.58905029296875, -103.643798828125, -64.266845703125, -63.7734375, -103.2021484375, -126.0015869140625, -154.54693603515625, -105.6466064453125, -111.1543197631836]",Lost phone reveals someone’s hidden double life.,meta-llama/Llama-3.1-8B-Instruct,1
0.4999063784274988,"[-0.18659629821777343, 0.8635639391447368, 0.7433837890625, 0.7828630719866071, 0.45998216711956524, 0.4761962890625, 0.30659816576086957, 0.6258196149553571, 0.8565338134765625, 0.11181640625, 0.4588092041015625]","[-64.42003631591797, -39.15576171875, -54.894775390625, -47.80523681640625, -82.80224609375, -70.880859375, -68.53271484375, -72.5618896484375, -49.1810302734375, -58.3671875, -75.64103698730469]","[-60.6881103515625, -55.5634765625, -69.762451171875, -64.245361328125, -93.3818359375, -78.5, -75.58447265625, -85.7041015625, -66.31170654296875, -60.71533203125, -87.11126708984375]",You see someone you know pretending not to notice.,meta-llama/Llama-3.1-8B-Instruct,1
0.39259074910906133,"[-0.15019642223011365, 0.6143617983217593, 0.24932596760411416, 0.4249300275530134, 0.2574836015701294, 0.513134765625, 0.8872082134087881, 0.5171101888020834, 0.21995860132677802]","[-137.07057189941406, -56.8194580078125, -53.69593620300293, -69.288818359375, -74.20168685913086, -82.1396484375, -60.47317886352539, -59.73486328125, -63.89241027832031]","[-128.8097686767578, -73.4072265625, -61.42504119873047, -81.18685913085938, -82.441162109375, -97.53369140625, -81.7661759853363, -72.1455078125, -70.27120971679688]",Childhood home is up for sale again.,meta-llama/Llama-3.1-8B-Instruct,1
0.37626292817267354,"[0.0030419134324596773, 0.513671875, 0.6141038374467329, 0.3159235174005682, 0.2748312878964552, 0.45678394071517453, 0.587890625, 0.0994189032192888, 0.597414190118963, 0.299549191497093]","[-73.86798095703125, -65.4599609375, -43.012481689453125, -112.79534912109375, -167.03399658203125, -150.5543041229248, -60.173828125, -81.84927368164062, -58.30805969238281, -118.76171875]","[-73.9622802734375, -79.3291015625, -56.52276611328125, -123.2208251953125, -185.44769287109375, -178.87490844726562, -76.634765625, -84.732421875, -71.451171875, -131.642333984375]",Old friend calls after twenty years of silence.,meta-llama/Llama-3.1-8B-Instruct,1
0.3166339938369861,"[-0.14925130208333334, 0.035853068033854164, 0.22938094600554434, 0.3962430087002841, 0.4452097039473684, 0.4926021800321691, 0.6555447048611112, 0.4042697482638889, 0.2676532451923077, 0.3888346354166667]","[-45.9697265625, -96.8028564453125, -76.15924072265625, -54.527099609375, -48.83642578125, -97.15032958984375, -26.29296875, -49.3515625, -99.4775390625, -70.978515625]","[-43.283203125, -98.5238037109375, -83.27005004882812, -63.24444580078125, -57.29541015625, -113.8988037109375, -38.0927734375, -56.62841796875, -109.916015625, -80.310546875]",You find someone’s wallet and recognize the photo inside.,meta-llama/Llama-3.1-8B-Instruct,1
0.2643963000036477,"[-0.00048828125, 0.4067538717518682, 0.1597747802734375, 0.04139485078699449, 0.29659329927884615, 0.07989501953125, 0.6768760681152344, 0.5255020805027174, -0.1119384765625, 0.21174422554347827, 0.1779294695172991, 0.7087186925551471]","[-0.11279296875, -60.260162353515625, -44.1644287109375, -84.45063781738281, -53.87890625, -116.3681640625, -108.0101318359375, -56.142822265625, -15.11767578125, -69.3896484375, -81.91790771484375, -103.21533203125]","[-0.1123046875, -69.6155014038086, -47.9990234375, -85.85806274414062, -61.59033203125, -119.0845947265625, -129.670166015625, -68.2293701171875, -14.669921875, -74.259765625, -86.89993286132812, -127.311767578125]",Neighbor asks you to keep a strange secret.,meta-llama/Llama-3.1-8B-Instruct,1
