scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id,history_length
0.20633001426304942,"[0.03461114291487069, 0.498390382336032, -0.304780548694087, 0.631376093084162, 0.10220875459558823, -0.14214114485115842, 0.4033682162945087, 0.4276072184244792]","[-54.27532958984375, -61.8602237701416, -161.0824737548828, -73.55183410644531, -31.50152587890625, -179.74938583374023, -108.32828330993652, -57.4630126953125]","[-55.279052734375, -77.3103256225586, -145.53866577148438, -94.38724517822266, -33.23907470703125, -171.50519943237305, -129.30343055725098, -67.7255859375]",Old friend calls after twenty years of silence.,Qwen/Qwen2.5-7B-Instruct,1
0.47727102525359405,"[-0.20727958679199218, 0.2328197337962963, 0.8310050964355469, 0.3044921875, 0.11935820402922453, 1.331422710418701, 0.914269038609096, 0.11550237262059772, 0.2033210167518029, 0.9277994791666667]","[-76.47130393981934, -81.2373046875, -79.9248046875, -57.04150390625, -88.34381103515625, -28.242863178253174, -58.68318176269531, -152.17574310302734, -87.90298461914062, -83.0703125]","[-71.28931427001953, -87.5234375, -106.5169677734375, -64.65380859375, -91.56648254394531, -48.21420383453369, -84.28271484375, -159.452392578125, -93.1893310546875, -110.904296875]",You find someone’s wallet and recognize the photo inside.,Qwen/Qwen2.5-7B-Instruct,1
0.4067109529512731,"[-0.02734375, 0.5008951822916666, 0.08921552201112111, 0.5775296952989366, 0.2951416015625, 1.1904296875, 1.2215977986653646, 0.24565241887019232, 0.4113362630208333, -0.05072148640950521, 0.07562255859375, 0.3511759440104167]","[-0.162109375, -61.5633544921875, -104.92234969139099, -95.93936920166016, -78.66455078125, -26.984375, -54.372474670410156, -74.3232421875, -96.435791015625, -108.06521606445312, -9.20166015625, -103.6680908203125]","[-0.134765625, -70.5794677734375, -109.2046947479248, -116.73043823242188, -84.5673828125, -36.5078125, -72.69644165039062, -80.710205078125, -108.77587890625, -106.847900390625, -9.504150390625, -114.203369140625]",Neighbor asks you to keep a strange secret.,Qwen/Qwen2.5-7B-Instruct,1
0.5730626537915174,"[0.06870406606922978, 1.4775390625, 0.24766215872257313, 0.5522889833192568, -0.1254633853310033, 0.8671620686848959, 0.6193621826171875, 0.87724609375]","[-54.8357515335083, -43.3857421875, -120.68873596191406, -91.4725341796875, -164.62586975097656, -92.56781005859375, -64.538818359375, -85.72607421875]","[-56.415945053100586, -71.458984375, -132.328857421875, -111.9072265625, -157.47445678710938, -123.78564453125, -80.02287292480469, -116.4296875]",You overhear a conversation not meant for you.,Qwen/Qwen2.5-7B-Instruct,1
0.42634981594532617,"[-0.32126846313476565, 0.7018424272537231, 0.4009765625, 0.2708717480040433, 0.6667355128696987, 1.1662519208846553, 0.04294154954993207, 0.48244726963532275]","[-92.44334411621094, -56.16052722930908, -42.687744140625, -138.00686645507812, -144.1201934814453, -82.96678853034973, -119.95217895507812, -99.35156965255737]","[-82.80529022216797, -73.00474548339844, -52.712158203125, -153.4465560913086, -181.45738220214844, -119.12059807777405, -121.927490234375, -118.16701316833496]",Unexpected letter arrives with no return address or name.,Qwen/Qwen2.5-7B-Instruct,1
0.41260048817201933,"[0.0011762346540178572, 0.548969449668095, 0.5852108648267843, 0.5982666015625, 0.7322579520089286, 0.5752766927083334, 0.2624827417834052, -0.020576098026373446, 0.8064778645833334, 0.2736002604166667, 0.17546280570652173]","[-80.17109680175781, -88.13090181350708, -168.81984901428223, -81.609375, -98.1568603515625, -69.9208984375, -65.2471923828125, -140.8750901222229, -82.11474609375, -91.8935546875, -66.80322265625]","[-80.21226501464844, -104.05101585388184, -203.3472900390625, -95.9677734375, -123.785888671875, -85.453369140625, -72.85919189453125, -140.07262229919434, -103.8896484375, -99.28076171875, -70.8388671875]",A chance meeting changes your entire daily routine.,Qwen/Qwen2.5-7B-Instruct,1
0.48673782576841196,"[-0.04639934671336207, 0.8785568763469828, 0.6463476327749399, 0.43599787212553476, 0.5142645066784274, 0.6600167410714286, 0.5028889973958334, 0.23249220848083496, 0.5421480451311383, 0.5010647243923612]","[-91.5816650390625, -60.7720947265625, -82.58157348632812, -37.793992042541504, -104.35711669921875, -45.4169921875, -67.46974182128906, -106.51093292236328, -74.0399169921875, -98.892822265625]","[-90.236083984375, -86.250244140625, -99.38661193847656, -46.949947357177734, -120.29931640625, -59.27734375, -79.53907775878906, -113.95068359375, -89.22006225585938, -116.93115234375]",You help a stranger and they never say thanks.,Qwen/Qwen2.5-7B-Instruct,1
0.8953945215467045,"[0.02134125808189655, 0.4672788732192096, 1.00078125, 0.712399644671746, 0.5844603776931763, 0.5290368024040671, 0.1874246597290039, 0.6911693508342162, 0.7681062117866848, 0.524609375, 4.36273193359375]","[-85.248046875, -113.9046630859375, -55.1953125, -178.02087783813477, -93.70958709716797, -88.28366088867188, -78.50335502624512, -204.6580352783203, -64.20953369140625, -71.361328125, -5.5257568359375]","[-85.866943359375, -129.79214477539062, -65.203125, -215.7780590057373, -112.41231918334961, -106.27091217041016, -83.37639617919922, -245.43702697753906, -81.8759765625, -84.4765625, -27.33941650390625]",Lost phone reveals someone’s hidden double life.,Qwen/Qwen2.5-7B-Instruct,1
0.55162251574211,"[-0.043105231391059026, 0.833264802631579, 0.8219244263388894, 0.7963589754971591, -0.2506948663638188, 0.4087095856666565, 0.7298787434895834, 1.404811477661133, 0.15276227678571427, 0.6623149671052632]","[-60.48062515258789, -45.611328125, -54.87949275970459, -55.5570068359375, -91.68286287784576, -125.68394184112549, -78.43792724609375, -64.36104583740234, -68.912109375, -36.9228515625]","[-59.70473098754883, -61.443359375, -72.96183013916016, -73.076904296875, -85.16479635238647, -145.302001953125, -100.33428955078125, -92.457275390625, -73.189453125, -49.5068359375]",You see someone you know pretending not to notice.,Qwen/Qwen2.5-7B-Instruct,1
0.3567855896822228,"[-0.07205623095152808, 0.729638671875, 0.34755323661698234, 0.09373578158291904, 0.4313390096028646, 0.6536989212036133, 0.4043750184955019, 0.4641687870025635, 0.2931604056522764, 0.2222422957420349]","[-162.7010531425476, -49.99658203125, -98.28119957447052, -82.48832321166992, -68.62188720703125, -78.816162109375, -81.39205551147461, -122.08043670654297, -67.87113571166992, -130.277459025383]","[-158.3056230545044, -68.237548828125, -110.79311609268188, -84.55051040649414, -81.56205749511719, -99.73452758789062, -94.73643112182617, -136.933837890625, -76.37278747558594, -140.5006046295166]",Childhood home is up for sale again.,Qwen/Qwen2.5-7B-Instruct,1
0.2804199645803534,"[-0.25734901428222656, 0.5589008331298828, 0.34593596281828703, 0.07014089714397084, 0.42990046909877233, 0.5080748285566058, 0.17532784598214285, 0.6104947870427911, 0.08235307173295454]","[-84.04498291015625, -66.77191925048828, -68.03765869140625, -140.1147311925888, -84.70757293701172, -76.70332908630371, -88.50927734375, -53.2606201171875, -171.2630615234375]","[-75.809814453125, -82.421142578125, -77.3779296875, -143.9724805355072, -99.75408935546875, -90.92942428588867, -93.41845703125, -66.6915054321289, -175.79248046875]",Old friend calls after twenty years of silence.,Qwen/Qwen2.5-7B-Instruct,1
0.5136696698651309,"[-0.26495361328125, 0.8142091433207194, 0.9613638213186553, 0.46636962890625, 0.3408255440848214, 0.44822029445482336, 0.7385920771846065, 0.5621713002522787, 0.4805162217881944, 0.5893822806222099]","[-52.05517578125, -64.64728164672852, -76.21530151367188, -64.05726623535156, -109.80662536621094, -85.23426818847656, -76.98748779296875, -64.55430603027344, -60.5816650390625, -85.79254913330078]","[-47.2860107421875, -84.18830108642578, -107.9403076171875, -76.64924621582031, -121.73551940917969, -95.5433349609375, -96.92947387695312, -81.4194450378418, -73.55560302734375, -106.42092895507812]",You find someone’s wallet and recognize the photo inside.,Qwen/Qwen2.5-7B-Instruct,1
0.3331050997698794,"[-0.051106770833333336, 0.25315093994140625, 0.1115954168911638, 0.6731326763446515, 0.7731502757352942, 1.0679572610294117, 0.09780229840959821, 0.291748046875, 0.8049454689025879, -0.4259440104166667, 0.3225919140709771, 0.07823768028846154]","[-6.8720703125, -88.46062469482422, -146.95367431640625, -68.16682434082031, -41.8271484375, -36.8095703125, -78.466064453125, -104.060546875, -93.77027130126953, -12.36474609375, -62.15362310409546, -81.66015625]","[-6.71875, -94.78939819335938, -153.42620849609375, -85.66827392578125, -54.970703125, -54.96484375, -81.20452880859375, -111.64599609375, -119.52852630615234, -11.0869140625, -67.96027755737305, -83.6943359375]",Neighbor asks you to keep a strange secret.,Qwen/Qwen2.5-7B-Instruct,1
0.6939581432461124,"[0.096746826171875, 1.0221602828414351, 0.2608687237995427, 0.7416952809979839, 0.85998046875, 0.6492341694078947, 0.3156467013888889, 1.6256305575370789, 0.6736602783203125]","[-52.32861328125, -48.22369384765625, -245.13116455078125, -65.61817932128906, -58.36474609375, -52.3974609375, -53.197265625, -45.1484956741333, -85.18212890625]","[-54.2635498046875, -75.822021484375, -266.52239990234375, -88.61073303222656, -79.8642578125, -64.73291015625, -58.87890625, -71.15858459472656, -106.7392578125]",You overhear a conversation not meant for you.,Qwen/Qwen2.5-7B-Instruct,1
0.4580498099222501,"[-0.30804850260416666, 0.3751129150390625, 0.6385823567708333, 0.28181689718495245, 0.2162182849386464, 0.8807296752929688, 0.9304089016384549, 0.3106418149224643, 0.43470856239055766, 0.8203271936487269]","[-81.93197631835938, -39.36758804321289, -79.87353515625, -48.57582092285156, -103.95346450805664, -42.76025390625, -72.34325885772705, -96.59257984161377, -86.15309524536133, -78.17596435546875]","[-72.69052124023438, -46.86984634399414, -99.031005859375, -55.05760955810547, -113.89950561523438, -56.8519287109375, -105.83797931671143, -105.60119247436523, -98.7596435546875, -100.32479858398438]",Unexpected letter arrives with no return address or name.,Qwen/Qwen2.5-7B-Instruct,1
0.4359150929732545,"[-0.024747721354166665, 0.6268814750339674, 0.5908133643014091, 0.9228057861328125, 0.2987218168046739, 0.618384418816402, 0.5606858332951864, 0.0728290264423077, 0.2568618372866982]","[-79.082763671875, -68.40106201171875, -167.3072280883789, -83.889404296875, -82.21039962768555, -80.47549366950989, -76.07412433624268, -78.25, -85.75524139404297]","[-78.34033203125, -82.8193359375, -200.3927764892578, -113.419189453125, -92.96438503265381, -98.40864181518555, -91.21264183521271, -80.1435546875, -95.5159912109375]",A chance meeting changes your entire daily routine.,Qwen/Qwen2.5-7B-Instruct,1
0.2253211857510911,"[0.0003656847723599138, 0.5494894409179687, 0.32766754396500125, 0.31161090305873324, 0.5298040771484375, -0.5297105312347412, 0.6888879846643519, 0.5869095413773148, 0.3297526041666667, -0.5415653913251816]","[-66.52115440368652, -48.65265655517578, -66.24549102783203, -115.16785430908203, -58.3135986328125, -90.68986892700195, -54.6666259765625, -69.3438720703125, -48.984375, -128.24488699436188]","[-66.53175926208496, -62.389892578125, -76.40318489074707, -123.89295959472656, -71.55870056152344, -77.97681617736816, -73.2666015625, -85.1904296875, -54.919921875, -111.45635986328125]",You help a stranger and they never say thanks.,Qwen/Qwen2.5-7B-Instruct,1
0.41798231894670135,"[0.08319561298076923, -0.10232701006623887, 0.6363186306423612, 0.17021637613123114, 0.402032470703125, 0.38246372767857145, 0.7760965098505435, 0.5405085637019231, 0.8733359888980263]","[-72.352294921875, -352.9917142391205, -88.5830078125, -149.45441246032715, -135.10813903808594, -136.8900146484375, -79.5709228515625, -104.713623046875, -147.134033203125]","[-74.515380859375, -343.0659942626953, -105.76361083984375, -156.94393301010132, -151.18943786621094, -152.9534912109375, -97.421142578125, -125.79345703125, -180.32080078125]",Lost phone reveals someone’s hidden double life.,Qwen/Qwen2.5-7B-Instruct,1
0.6624861063611163,"[-0.043105231391059026, 0.833264802631579, 1.0678074048913044, 0.29389249361478365, 0.9081748464833135, 0.3385536887428977, 0.6501690408457881, 1.0168544224330358, 0.6130732783564815, 0.9461763170030382]","[-60.48062515258789, -45.611328125, -79.4658203125, -80.56329345703125, -58.212839126586914, -60.9578857421875, -45.08294677734375, -40.52496337890625, -84.008056640625, -54.914207458496094]","[-59.70473098754883, -61.443359375, -104.025390625, -88.20449829101562, -79.10086059570312, -68.40606689453125, -60.036834716796875, -61.87890625, -100.56103515625, -80.46096801757812]",You see someone you know pretending not to notice.,Qwen/Qwen2.5-7B-Instruct,1
0.3262527436612714,"[-0.12534586588541666, 0.21940895363136573, 0.21297596346947453, 0.2143927680121528, 0.49368722098214285, 0.2922607421875, 0.432138671875, 0.490234375, 0.5263773600260416, 0.5063972473144531]","[-50.114013671875, -100.51980590820312, -83.90484809875488, -85.07806396484375, -72.4384765625, -95.94140625, -57.903564453125, -109.236328125, -56.9952392578125, -82.87417602539062]","[-47.8577880859375, -106.44384765625, -90.5071029663086, -92.79620361328125, -86.26171875, -104.709228515625, -68.70703125, -127.375, -69.6282958984375, -99.07888793945312]",Childhood home is up for sale again.,Qwen/Qwen2.5-7B-Instruct,1
0.5358691220144389,"[-0.1634960174560547, 0.4466796875, 0.3951517740885417, -0.031227513363486843, 0.23409631117334906, 0.38430568150111605, 0.9738720164579504, 1.5290876116071428, 0.5159519958496094, 0.8118195710358797, 0.7983192237647804]","[-83.39617919921875, -64.4736328125, -49.84326171875, -39.67486572265625, -153.749267578125, -84.36735534667969, -86.78057861328125, -45.314453125, -70.92595291137695, -62.77874755859375, -87.6630859375]","[-78.164306640625, -75.640625, -59.326904296875, -39.08154296875, -166.1563720703125, -97.81805419921875, -119.89222717285156, -77.42529296875, -83.82475280761719, -84.6978759765625, -117.20089721679688]",Old friend calls after twenty years of silence.,Qwen/Qwen2.5-7B-Instruct,1
0.5920946142780753,"[-0.26495361328125, 0.7657841593027115, 0.955181224926098, 0.77464599609375, 0.4442100524902344, 0.7670922353863716, 0.32163024743398033, 0.41781483525815216, 0.281951904296875, 1.235489273071289, 0.2397337520823759, 1.1665553042763157]","[-52.05517578125, -72.01159858703613, -104.14964294433594, -44.60595703125, -68.2755126953125, -82.20624709129333, -96.58278942108154, -71.9993896484375, -81.488037109375, -41.252145767211914, -108.58470153808594, -73.1572265625]","[-47.2860107421875, -96.5166916847229, -139.49134826660156, -60.098876953125, -80.71339416503906, -106.75319862365723, -106.23169684410095, -81.609130859375, -88.2548828125, -59.78448486328125, -116.73564910888672, -117.486328125]",You find someone’s wallet and recognize the photo inside.,Qwen/Qwen2.5-7B-Instruct,1
0.4198860681360138,"[-0.02734375, 0.38537796683933423, 0.15274524688720703, 0.41622721354166664, 0.36363002232142855, 0.4776452105978261, 0.346552734375, 1.198328145345052, 0.28141080416165865, 0.342437744140625, 0.6817354112863541]","[-0.162109375, -72.28135681152344, -154.46234130859375, -97.1845703125, -33.623291015625, -62.46923828125, -62.0511474609375, -45.827919006347656, -84.69316101074219, -84.0, -87.25232267379761]","[-0.134765625, -81.14505004882812, -164.238037109375, -109.67138671875, -38.714111328125, -73.455078125, -70.7149658203125, -63.80284118652344, -92.00984191894531, -94.9580078125, -109.06785583496094]",Neighbor asks you to keep a strange secret.,Qwen/Qwen2.5-7B-Instruct,1
0.34856501631799497,"[0.03355012621198382, 0.3814174107142857, 0.11347242082868303, 0.6950734456380209, 0.11636835144412133, 0.36990559895833336, 0.7738780146059783, 0.4734220958891369, 0.17999768257141113]","[-67.65681457519531, -55.771484375, -205.9185028076172, -59.9830322265625, -95.25054681301117, -82.71728515625, -67.752197265625, -61.41796875, -113.2292709350586]","[-68.59621810913086, -63.78125, -213.861572265625, -76.664794921875, -98.85796570777893, -93.814453125, -85.5513916015625, -71.35983276367188, -118.98919677734375]",You overhear a conversation not meant for you.,Qwen/Qwen2.5-7B-Instruct,1
0.1883323934419579,"[-0.32686471939086914, 0.35935726165771487, 0.11104498969184028, 0.15023757472182764, 0.40204925537109376, 0.5031070709228516, 0.28267645835876465, 0.25741397539774574, -0.04403032575334821]","[-95.03753662109375, -45.577232360839844, -92.58514404296875, -190.06185913085938, -115.638427734375, -76.6886100769043, -72.23169708251953, -99.12799882888794, -81.14129638671875]","[-84.57786560058594, -52.76437759399414, -96.582763671875, -199.9775390625, -131.72039794921875, -91.78182220458984, -81.27734375, -106.85041809082031, -79.908447265625]",Unexpected letter arrives with no return address or name.,Qwen/Qwen2.5-7B-Instruct,1
0.41407329411807514,"[0.007236480712890625, 0.40268892230409564, 0.19422617594401043, 0.8980550130208333, 0.517978868986431, 0.46099853515625, 0.47610313013980265, 0.11478868212018695, 0.6545838386781754]","[-101.87348937988281, -75.85994720458984, -205.5402069091797, -89.097900390625, -102.5382080078125, -69.536865234375, -47.87451171875, -117.69600868225098, -78.51185607910156]","[-102.16294860839844, -89.148681640625, -220.10717010498047, -116.03955078125, -122.22140502929688, -82.44482421875, -56.92047119140625, -121.71361255645752, -98.803955078125]",A chance meeting changes your entire daily routine.,Qwen/Qwen2.5-7B-Instruct,1
0.4117349578446289,"[-0.047506398168103446, 0.5890560665646115, 0.35207679612295967, 0.5072943369547526, 0.4516742412860577, 0.6600748697916666, 0.1177599676724138, 0.6347183227539063, 0.40553557872772217, 0.4466657967403017]","[-89.0341796875, -58.80039024353027, -94.51168370246887, -68.41331481933594, -108.62152099609375, -70.42059326171875, -90.5302734375, -57.30602264404297, -88.95842361450195, -97.82305908203125]","[-87.656494140625, -80.5954647064209, -106.83437156677246, -80.58837890625, -126.23681640625, -88.24261474609375, -93.9453125, -73.17398071289062, -101.93556213378906, -110.7763671875]",You help a stranger and they never say thanks.,Qwen/Qwen2.5-7B-Instruct,1
0.5048458418754489,"[0.08319561298076923, 0.01648386422689859, 0.6865348815917969, 0.7739283243815104, 1.6790340647977942, 0.18225669860839844, 0.3544667561848958, 0.44630088806152346, 0.46099521802819293, 0.3652621098927089]","[-72.352294921875, -253.09009647369385, -88.9686279296875, -53.386817932128906, -39.6392822265625, -105.35626220703125, -132.858642578125, -145.0467529296875, -94.48670959472656, -103.74005651473999]","[-74.515380859375, -254.35935401916504, -110.937744140625, -67.3175277709961, -68.182861328125, -111.1884765625, -143.49264526367188, -162.89878845214844, -105.089599609375, -116.5242303609848]",Lost phone reveals someone’s hidden double life.,Qwen/Qwen2.5-7B-Instruct,1
0.6222689958033307,"[-0.1212759017944336, 0.682874177631579, 0.9274658203125, 0.7317815508161273, 0.48732591711956524, 1.150146484375, 0.37580672554347827, 0.9849442981538319, 0.635394287109375, 0.40690176827566965, 0.5835938262939453]","[-71.97409057617188, -47.25390625, -63.64599609375, -46.308719635009766, -94.23583984375, -72.10546875, -75.59033203125, -65.29761505126953, -56.5732421875, -49.82798767089844, -66.79032707214355]","[-69.5485725402832, -60.228515625, -82.1953125, -61.67613220214844, -105.4443359375, -90.5078125, -84.23388671875, -85.9814453125, -69.2811279296875, -58.3729248046875, -81.38017272949219]",You see someone you know pretending not to notice.,Qwen/Qwen2.5-7B-Instruct,1
0.4427453528247661,"[-0.07573184967041016, 0.437255859375, 0.19200355775894656, 0.4218052455357143, 0.4649927616119385, 0.543463134765625, 0.9401523470878601, 0.4396044413248698, 0.6211626776333513]","[-145.77679538726807, -78.508056640625, -63.58128356933594, -80.2750244140625, -80.5153579711914, -80.14154052734375, -58.58215665817261, -60.672271728515625, -53.90562438964844]","[-141.6115436553955, -90.31396484375, -69.53339385986328, -92.0855712890625, -95.39512634277344, -96.4454345703125, -81.14581298828125, -71.2227783203125, -71.91934204101562]",Childhood home is up for sale again.,Qwen/Qwen2.5-7B-Instruct,1
0.31630896996407587,"[-0.25734901428222656, 0.2128273292824074, 0.6816739169034091, 0.4814490116003788, 0.06379062026294309, 0.39200545895484185, 0.583740234375, -0.32205877632930363, 0.9583287672563032, 0.3686821516170058]","[-84.04498291015625, -72.687255859375, -56.025390625, -119.06201171875, -185.83815002441406, -167.7899169921875, -62.169921875, -107.56278038024902, -63.006160736083984, -127.0029296875]","[-75.809814453125, -78.43359375, -71.022216796875, -134.9498291015625, -190.11212158203125, -192.0942554473877, -78.5146484375, -98.22307586669922, -84.08939361572266, -142.85626220703125]",Old friend calls after twenty years of silence.,Qwen/Qwen2.5-7B-Instruct,1
0.5388583573008389,"[-0.26495361328125, 0.32390403747558594, 0.5523429378386466, 0.9736189408735796, 0.9997944078947368, 0.6699439497555003, 0.6632486979166666, 0.4432508680555556, 0.28104967948717946, 0.7463836669921875]","[-52.05517578125, -109.52450561523438, -73.02735900878906, -56.08221435546875, -48.83984375, -99.04371356964111, -33.8037109375, -48.8885498046875, -103.263671875, -60.9207763671875]","[-47.2860107421875, -125.0718994140625, -90.14999008178711, -77.5018310546875, -67.8359375, -121.82180786132812, -45.7421875, -56.8670654296875, -114.224609375, -78.833984375]",You find someone’s wallet and recognize the photo inside.,Qwen/Qwen2.5-7B-Instruct,1
0.306464969535026,"[-0.02734375, 0.38537796683933423, 0.5256729125976562, 0.1594270978655134, 0.056120652418870196, 0.39700137867647056, 0.5763578414916992, 0.5970140540081522, -0.219482421875, 0.5056470788043478, 0.4306706701006208, 0.2911161534926471]","[-0.162109375, -72.28135681152344, -37.308837890625, -77.77008819580078, -58.752960205078125, -108.4765625, -107.00491333007812, -58.9874267578125, -13.9052734375, -70.9306640625, -89.79653930664062, -128.15087890625]","[-0.134765625, -81.14505004882812, -49.92498779296875, -83.35003662109375, -60.21209716796875, -121.974609375, -125.4483642578125, -72.71875, -13.02734375, -82.560546875, -101.85531806945801, -138.048828125]",Neighbor asks you to keep a strange secret.,Qwen/Qwen2.5-7B-Instruct,1
