,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
1472,3U088ZLJVLF8QYWQWKSA8M8UNO9W0F,2468,66AH03DE,25.0,man,hisp,1.0,1.0,,3.0,1.9459101490553128,retirement and what life is like during.,imagined,the most surprising was pondering an identity crisis.,0.5,,38F5OAUN5OY4BJ1LMKRJMY8UG617H9,3.0,very much so,"I retired at the age of 38 on June 6, 2017, the day before the twentieth anniversary of my high school graduation. I am married with no kids and generated over 95% of the family income while employed. We live in LCOL rural TN. Our asset allocation is approximately 60% VTSAX (total US stock market) / 20% VFWAX (total INTL stock market) / 20% VWLUX (US municipal bonds). We also hold roughly $400k in house, land, and belongings not included in the portfolio. My spending model places no dependence upon possible future employment (outside pharmacy?), social security ($10k/yr?), inheritance ($500k?), house equity (reverse mortgage with no heirs?), universal health care (probable?), or universal basic income (possible?). The final balance will be left to charities and worthy causes. Two years later: A wild year for the market, but everything seems to be going as planned. We entered year two of early retirement at $1.146M on 6/1, peaked at $1.199M on 9/20, bottomed at $1.008M on 12/24, peaked again at $1.202M on 5/3, and finished back down at $1.138M. I think the concept of retiring early must include shaping a new, purposeful identity, whether that is in some kind of nonprofit work, traveling, writing, managing investments, etc. Peter Drucker talks about this concept in Managing Oneself, in that truly successful people work at their encore career/retirement plan and skills needed years before it happens. Our need to create and contribute doesn’t have to take the shape of work, but it doesn’t go away. And if we’re not purposeful about it then it becomes whatever we are already doing. I'd have an identity crisis if I was suddenly ""not a programmer"", but barring brain damage, nothing is going to make me ""not a programmer"", certainly not retiring. Financial security, even without the RE portion, will provide a permanent happiness boost for most people. It’s only after you leave your job do you truly realize how wound up you were in your profession.",1.0,"I left my job for the last time.  I was retiring.  I had mixed feelings, but it was time.  I gave few gifts and packed up my stuff.",7.0
3022,3GNCZX450J9E72X7C0B85YCB50EAPX,1835,PTJN3AYC,25.0,woman,black,1.0,1.0,,5.0,4.499809670330264,my first time becoming a mother.,imagined,I found out I was pregnant.,0.875,,3HMIGG0U4MSUXSWT6PNDMYZSJ3OY8Q,2.0,I could possibly be pregnant right now and the thought of it kind of terrifies me since I don't really feel like I'm ready. The only difference between the character in this story is that I am married and have support whereas she does not.,"Friday, 8/30/19Dear Diary,My life changed so much for the better 3 months ago. I've received the best gift life could ever give me in the form of my beautiful baby boy, Mateo. I still remember how lost and scared I felt when the pregnancy test I took came up positive. I just stood there thinking, ""I always wanted to be a mother, but am I really ready for all of this? I know it's selfish to feel this way, but it's not going to be all about me anymore."" I was so scared that I even contemplated giving him up for an adoption early on in the pregnancy, but that all changed once I had my first ultrasound. Three months ago....one bright and early Thursday morning...I began to feel strong contractions and instantly knew Mateo was ready to make his entrance into this world. I quickly called out to my sister and told her it was time. The trip to the hospital was a blur, I kind of felt like I was in a trance...almost losing my grip on reality. I finally came to once I was on the hospital bed and getting ready to push. The pain was so intense and again the doubtful thoughts began to come to my mind, ""Are you really ready for this? Are you really ready to be a mother and handle all that comes with it?"" Before more questions could continue racing through my mind, my body instantly took over and I felt a sudden urge to push. I pushed and pushed for what seemed like an eternity and boy was it painful! I felt so tired and thought I couldn't push anymore until the nurse yelled out, ""Keep going! His head is right there!"" I pushed with the last bit of energy I had left in me and Mateo made his grand entrance. The nurse placed him in my arms and....I know it's so cliche to say, but I instantly fell in love with him. Three months ago, I became a mother for the very first time to the most beautiful human being in this world and I am so grateful for that. I still have days where I wake up to self-doubting thoughts. It's not easy being a first-time mom and trying to navigate this new journey. But one thing's for sure, I know that I love being his mother and knowing that each day I get to wake up to be the best mother than I can be than I was the day before.",1.0,I had a son. I am a first time mommy. I love being a mommy. I enjoy waking up each new day to cater to my son's every need.,90.0
4687,3XLBSAQ9Z5YQ241FS6XQM5C039E7ZE,5339,EGG87G2G,30.0,man,white,1.0,1.0,,5.0,5.010635294096256,a long job search,imagined,I saw things through a new light in regards to life,1.0,,3PS7W85Z80OYUBG91B6SED2OY3KT9J,4.0,"I have adopted this outlook now and try to focus on living, not working.","It has been nearly five months since I have had gainful employment. I am not entirely sure how I have made it through this long. I am going stir crazy. Everything I have tried has proved to be a failure of the utmost proportions. This has made me appreciate things a lot more. I have learned better to accept what I have and not always be looking for something better. This shows me that where I am and what I have can be enough, stop constantly be on the look out for upgrades. I have now seen what I can get by with if I do not completely adopt the consumer culture so many of us have embraced. When you actually live on the things you need, you realize all of the stuff you spend money on that could be better spent elsewhere. Imagine the time I could have if I did not need to work all the time. This makes me realize I should save more so I can retire early. I need to enjoy more of my limited time. I need to be the with people that I enjoy, not just working constantly. I need to work to live, not live to work. I am definitely embracing this new outlook. When I find a job, I am going to be picky and do something that fits me. I will not just take the first thing or the best paying. That is not the priority anymore.",1.0,"I got fired from a job, and had to endure a long and painful job search process.  When everything was said and done I learned some valuable lessons.  Mainly I learned money isn't everything.",150.0
1282,37TRT2X24RDN41Z1N16K3DA5E5YBJ6,2513,ALSQRDYK,18.0,woman,white,1.0,4.0,4.0,5.0,1.9459101490553128,about my longing for a baby.,recalled,my husband and I share a moment I can finally check off my list.,1.0,,37TRT2X24RDN41Z1N16K3DA5E5YBJ6,,,"Today I went to meet another newborn. With flowers for mom and gift for baby in hand, I made my way through the hospital hallways, recalling the memories of the birth of my own baby, my now two year old and husband walking alongside me. In the past few months, the baby fever has overwhelmed me, made me giddy with excitement, and brought me to tears. After a very difficult and traumatic labor and delivery two years back, I never thought I would want another one so soon. But here I was walking in the hallways, past the nursery, the faint echo of brand-new baby cries lingering into my heart. It seemed like everyone near and dear to me was either pregnant, or just had a brand new baby, something I long for so bad. But I know, realistically, right now would not be the ideal time for cradles and bibs. That time, I know, is so close, but seemingly so far away. There are things that must be done to prepare; the unchecked list runs through my head every single day. My body needs to be 20-30 pounds lighter. We need to figure out a few financial things. I need to get my dentist work done first. I need to read all the books and do all the research.  My husband, also with his own worries and fears, needs to be on the same page. Somehow my many ""needs"" have put my one major ""want"" on hold, and it's resulted in a sin called envy. I greet another tired mama, stare at another sweet sleeping babe, and hand in hand with my husband, walk out the door. We get into the car, and I let out a heavy, longing sigh. My husband, looks me straight in the eyes. ""What?"" I ask. He doesn't speak, just gives me a small smile. We speak to each other without speaking. I smile back as tears fall down my cheeks. I close my eyes and the list appears. Check. My heart is content.",1.0,"I visit the hospital to welcome a new baby of a relative. In longing for a baby, and making a list of things I must do before that can happen, I become overwhelmed and envious. My husband helps to calm my heart.",7.0
6062,3XC1O3LBOT8TVDHIQ89IJMTJOFYTL3,2055,DAHIISHH,18.0,man,white,3.0,2.0,,4.0,2.6390573296152584,a walking meditation to relieve the stress of life.,imagined,there was a relatively positive turn of events at the end.,0.625,,3WOKGM4L7220LPNO5Y10RSV8MWT0OC,5.0,"Oddly, i started meditating lately to cope with stress from work. The topic was a bit relevant to me!","Two weeks ago, I was feeling particularly stressed after work. I couldn't wind down, I couldn't relax, I couldn't stop thinking about my day that day, and everyday forward, showing back up to that same old place. I decided to head outside, pop my headphones in, and take a stroll. As I walked along, I tried to focus on my breathing. In, and out it went, slowly synchronizing with my steps and the harmony of the music in my ears. In and out, with every exhale I left more and more of the workday behind. Forgetting the stress, the ungrateful clients and thankless work, and the dull boredom pounding at the back of my head. I'm not sure how much time passed by... maybe minutes or hours. All I can say, without a doubt, is a few laps around the block later I felt relatively at ease. Yes, I had to go back the next day and do it all again. However, at least for the moment I didn't have to worry about that. I could return home, kick my feet up, and focus on myself for the moment. Maybe I'll crack open a beer and catch up on some reading, or just chat with my friends. Who knows, it doesn't matter. Let's take it day by day.",2.0,"I did some walking meditation one evening. During the walking I managed to let my mind settle down, which led to a deep sense of peace.",14.0
3582,3Q8GYXHFEQOY77CMCZYLDNXICHR5CR,2134,E9TY34YY,25.0,man,white,1.0,1.0,,5.0,2.6390573296152584,a dog possibly losing his vision,imagined,I took the dog to the vet and he was okay,0.0,,3KB8R4ZV1FTDDZ90FVLH60IPKWFGB5,5.0,"I don't have a dog, but I have cats I care so dearly about","Your dog really can be the most important family member to you sometimes. I know that for me, my dog Buddy is just that. He's like a young cousin, a son, and a brother all rolled into one. I love my dog Buddy with all of my heart. That's why when I thought he was losing or had already lost his vision, I almost lost it. I was so incredibly distraught. I didn't know what to do. I checked multiple sources online, and I really believed he might be going blind. I knew what I had to do. I loaded up Buddy in the car, and I took him to a proper vet. That was the best decision ever. It had turned out that Buddy wasn't losing his vision. He simply was having an allergic reaction to some fleas. The vet gave us flea medication. Now, Buddy is happier and healthier than ever.",1.0,"My dog Buddy appeared to have lost his vision. I was worried because I didn't have the money to have him treated properly. After visiting the vet, I learned it was a simple allergic reaction and he just needed flea medication.",14.0
1130,36DSNE9QZ6K7NVOAR6B69XA4V1VJO0,1461,FKBCB0QE,35.0,woman,asian,1.0,1.0,3.0,4.0,4.499809670330264,about my adventures in New York City.,recalled,when we get to see a multitude of people from different parts of the w,0.625,,36DSNE9QZ6K7NVOAR6B69XA4V1VJO0,,,"The most memorable and recent event that I can remember that happened to me was when we took a trip to New York City. I was excited and looking forward to the event. I was with my niece, my sister and my significant other. We took a car going in the city and the car ride in itself was fun. We got to see a lot of people, shops and interesting city life along the way. When we got to Times Square, we took a lot of pictures. There were again, we were surprised at the sea of of people. People from all over the world. I could hear different languages spoken everywhere. We also get to see a group of Eagle Scouts from Germany chanting the Eagle Scout pledge in German. I could hear faint whispers of Japanese. And on the other side of the street you can hear a group of friends talking in Korean. We started trekking the whole street of Times Square. There were a lot of tourist-y shops around. We went inside a shop that was filled with a lot of young tourists. We were curious so we went in and checked it out. It was a shop called BTS21. They was a lot of cute stuffed toys, apparel and cute knick knacks that appeal to young people. My niece was so excited that she bought a lot of stuffed toys. I tried to calm myself down in order not to spend a lot in the store. When we have filled ourselves with cuteness overload, we stopped by a hotdog stand and got ourselves hotdogs. New York natives call this dirty dogs. I was curious as to how it got it's nickname. It turns out the hotdogs are cooked in a vat of hot water with some seasonings and stays in there until a customer buys one. It gets scooped up from the hot vat of water, put in a bun and gets added with either ketchup or mustard. It was a fun experience for me,",2.0,I went on a tour of New York City with my relatives. We had a great time touring the city. We experienced a lot of exciting moments and will forever remember this day.,90.0
491,39RP059MEIFD595MQYJCJ52MGQVMB3,3473,2PEO4THL,35.0,woman,white,3.0,4.0,,1.0,3.0445224377234235,my brother insulting a waiter by accident.,imagined,my brother had too many drinks.,0.875,,3300DTYQT332XRFYSISJ1MSCTG9QEI,1.0,I have never attended a family reunion.,"Our end of summer family reunion came around and we decided to have it hosted at a restaurant.  It was beautiful, as we had it in a tent overlooking the lake.  My brother had maybe one too many drinks that day.  A waiter came over and asked if he would like a water.  My brother looked at him and told him that he knows when it's okay to quit drinking.  I know he didn't mean anything by it, but the waiter was horrified.  He thought he insulted my brother, when he was simply offering water to everyone on a tray.  My brother didn't mean to be mean.  Several people had already come up to him offering water, so he simply thought it was  hint to quit drinking.  It kind of set the tone for me for the rest of the day though.  I mean, it's been three weeks and I still get embarrassed thinking about that one moment.  One that the waiter has probably forgotten all about.  I won't go back to that restaurant though for a bit.  I wouldn't risk getting the same waiter just in case he would remember.  I don't want anyone to spit in my food if he still holds a grudge.",4.0,"We had a family reunion.  My brother offended the waiter, unintentionally.  It was only a moment but it sticks in my mind because of the nature of the offense. It was just tone, and nothing else.",21.0
3949,3MAOD8E57RWQ0UTN7VQULHIEYVSXN4,1681,E1E1RPC9,35.0,woman,white,2.0,2.0,5.0,5.0,4.0943445622220995,accepting a new job.,recalled,I received the call offering my dream job.,0.25,,3MAOD8E57RWQ0UTN7VQULHIEYVSXN4,,,"It started two months ago. I accepted a job with my kids school. I have been running an in home daycare for about 7 years now. While I love what I have been doing the days are getting longer. My kids are growing up faster than I could have expected. I was shocked when the school called and said they had a job they could offer me but it would only be part time. Now I am very excited to take on the challenge I really had to discuss with my husband if we could financially swing this. I make decent money right now but it doesn't allow me the freedom to just focus on my kids. This is a very important time in their lives as they figure out who they are and the type of people they will become. I feel as though what I have been doing worked for us while they were little but now they will both be in school full time, it is time for me to figure out what I want to do with myself as for as our future. I think working at their school has the perk of being able to work and being sure if they don't have school I don't have to work. We will have the same schedule  and be able to spend the one on one time I so crave. They are only little for so long and it is time to focus on them. I am very excited to start this new adventure. My family is excited and in only a few short weeks we will be adjusting to our new schedules. We can not wait to see what the future holds for us.",2.0,I accepted a new job with my kids school. I will be spending more quality time with them. Can't wait for the new adventure.,60.0
1830,3URFVVM1664S0FDB5EQ1WXQJK7FUZO,3368,E9TY34YY,25.0,man,white,1.0,1.0,,1.0,4.499809670330264,attending a live piano concert,imagined,I was describing the piano player,0.0,,3A7Y0R2P2PAUH422SXY2SA1XVHYXJT,1.0,I can't really relate to this story at all.,"I attended a live piano performance and it was honestly one of the greatest experiences I have ever had. I loved attending this event. I loved seeing all the amazing people there, and of course, listening to all the wonderful music that I got to listen to. The music was hands down the best part. The notes were just hit so eloquently. They were such lovely notes and they were being played by lovely hands. It almost felt like a fantasy, or a fairy tale. But it was far from that. It was a magical experience, but even so, was ever so real. I had attended with my brother. It had been a while since I have seen him. I definitely should probably visit him more often. But back on topic, the show was amazing. If given the chance, I would love to go again. I would just love to be back in that magical place.",1.0,"My story is about a live piano performance that changed my perspective of musical artistry forever. It is not a fantasy tale, but merely an expectation of what is to come if you expose yourself to the greatest composers who have ever lived.",90.0
5802,3VBEN272MLLCULQ2QH7CWPSPOAFSGC,915,KMU5DVB8,30.0,woman,white,1.0,2.0,2.0,1.0,4.0943445622220995,a trip to Spain,recalled,no one picked us up from the airport,0.0,,3VBEN272MLLCULQ2QH7CWPSPOAFSGC,,,"Two months ago my husband and i flew to Spain with our two children to visit family. On the airplane over there, it was a night flight, so after dinner the kids managed to fall asleep and i was able to watch a movie. i was to anxious to fall asleep, incase my kids woke up. So, instead o i just watched tv the whole flight. my husband of course was able to sleep the entire flight. This is very typical of him and he would sleep through a freight train going through. When we arrived we quickly went through immigration, but no one was there to meet us. we were very frustrated with my husbands's family for forgetting to pick us up after we made the big effort to fly there. after a phone call they apologized and said they were on their way, but we said forget it, we will get a cab. despite the rough start we had a nice week in spain visiting family and friends and then it was time to fly home. this was a day flight which was a lot harder than the flight over there. my youngest son napped for a little bit but he was very restless for the rest of the flight and i was exhausted. my husband was no help and he even fell asleep himself. my other son just watched tv so he was fine. when we arrived home finally, the two kids were jetlagged and woke up at 3am for the day, and i had to get up with them. I decided i would never go back again!",2.0,"we flew to spain on a night flight which went well. no one picked us up at the airport which made us very upset. however, we had a good week, and then when we flew home it was a nightmare for me. then my sleep was ruined due to jetlag",60.0
