,AssignmentId,scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,story,recAgnPairId,recImgPairId,memType
30,39OWYR0EPLD3C76GE3TJWQGEY3DYF3,0.37783091484871584,"[-0.06485523897058823, 0.513671875, 0.5453244722806491, 0.5956217447916666, 0.91302490234375, 0.023512620192307692, 0.04921875, 0.22643407185872397, 0.3937744140625, 0.1015625, 0.8110874720982143, 0.2268608940972222, 1.102312528170072, 0.20816200657894737, 0.021750710227272728]","[-53.3125, -11.13671875, -49.16473388671875, -32.160400390625, -7.80548095703125, -32.09765625, -33.35546875, -26.483428955078125, -41.4229736328125, -18.99609375, -18.4161376953125, -23.29840087890625, -30.431045532226562, -43.1416015625, -23.03125]","[-52.2099609375, -14.732421875, -63.343170166015625, -39.307861328125, -15.10968017578125, -32.4033203125, -33.84765625, -29.200637817382812, -47.32958984375, -19.50390625, -24.09375, -25.34014892578125, -44.7611083984375, -47.0966796875, -23.2705078125]",Three months ago a trail of events happened that was really awful for me and my family. First my mom fell and was hospitalized. The she had to go to rehab to be able to function better but instead of getting better she had to go to a nursing home. The doctors really didn't think she could live safely at home. Shortly after she died in the nursing home. It was the day we got the whole family together to visit her. I am really devastated about this all happening so fast. I still feel like I should be able to contact her anytime. I sometimes wonder if I just speak into the sky if she will hear me. I really should know better. I have never believed in that stuff. My family has been really supportive of one another. I am really glad they are all able to lean on each other. I am happy I have my boyfriend and my son to help me keep my mind off of it. I just don't know if I will ever stop grieving.,,351SEKWQS136K6364UAIEVQMC94MDW,imagined
31,34X6J5FLPUKA871Q6J3AY254ZU4JQ8,0.7435859189281807,"[-0.1523719200721154, 0.196484375, 0.5997873942057291, 1.1919663373161764, 0.8741504962627704, 0.9859720865885416, 1.8500640869140625, 0.6028348482572116, -0.32265625, 2.1736886160714284, 0.8305731201171875, 0.7350260416666666, 0.31476593017578125, 0.9061940511067709, 0.3673095703125]","[-28.59136962890625, -63.2763671875, -24.95489501953125, -32.0087890625, -44.400733947753906, -19.564208984375, -3.3922576904296875, -34.41668701171875, -37.9140625, -13.9697265625, -32.462860107421875, -21.556640625, -35.4813232421875, -16.446746826171875, -41.0205078125]","[-26.61053466796875, -68.1884765625, -32.15234375, -52.272216796875, -67.12864685058594, -31.3958740234375, -12.642578125, -42.2535400390625, -34.6875, -29.185546875, -53.22718811035156, -28.171875, -40.517578125, -27.321075439453125, -46.8974609375]","I was concerned about the number of times my mother had fallen recently.  I was extremely nervous to be with her and watch her walk, and I was nervous to not be there and watch her walk.  She fell when she was less than a foot away from me.  It happened so quickly, that I had no chance to help her or slow her fall.  I realized at that time that it didn't matter whether I was there or not, she was deteriorating and she would fall again.  I knew that at some point, she would break a bone. That is exactly what happened.  She broke a bone in her wrist when  I wasn't there.  I was actually quite relieved when the hospital suggested rehab.  I hoped it would help strengthen her.  I also hoped that the rehab center would be able to convince her to use her walker, as I had been unable to do. She worked hard at rehab and was getting stronger.  She was never strong enough to go home, and she passed quietly in her sleep.  I had hoped that she would be able to come home again.  He had worked hard to keep everything just the way she liked things at her house.",351SEKWQS136K6364UAIEVQMC94MDW,,retold
32,351SEKWQS136K6364UAIEVQMC94MDW,0.7883165659401374,"[-0.21964111328125, -0.11555989583333333, 1.1822916666666667, 1.4137529645647322, 0.309233283996582, 1.2025824652777777, 0.15169270833333334, 1.5614793565538194, 0.8763607249540442, 1.4431423611111112, 0.799163818359375, 0.8190104166666666, 2.0653076171875, 0.030670166015625, 0.30526194852941174]","[-28.397705078125, -22.5947265625, -8.2890625, -13.231048583984375, -47.43221664428711, -19.6455078125, -43.40625, -18.015045166015625, -43.41668701171875, -23.8828125, -38.3486328125, -36.099609375, -16.28369140625, -33.9228515625, -51.947265625]","[-26.2012939453125, -21.5546875, -11.8359375, -23.1273193359375, -53.61688232421875, -30.46875, -45.2265625, -32.068359375, -58.3148193359375, -36.87109375, -51.13525390625, -45.927734375, -24.544921875, -34.2908935546875, -57.13671875]","My mother  had been living in a nursing home.  She had fallen at home and broke her wrist.  She was hospitalized.  They put a splint on her.  They were afraid that due to her age, she was not strong enough and that caused her to fall.  They felt physical therapy would be beneficial to her.  She went from there to a 21 day physical rehab center.  They were unable to improve her strength or balance.  They felt that a nursing home was the onlhy choice for her to be safe.  Rehab was provided 3 times a day there.  She never regained her strength and died there in the last 90 days or so. I was devasted because I had really hoped she would come.  I kept encouraging her.  She continued to work as hard as was possible at the time.  During  her time there, though, I was relieved because I knew she was safe.",351SEKWQS136K6364UAIEVQMC94MDW,351SEKWQS136K6364UAIEVQMC94MDW,recalled
33,384PI804XTNFJHFHCFI9BX59IBAS0U,0.46780548151596124,"[-0.19195556640625, 0.09149848090277778, 0.32720489501953126, 0.0479736328125, -0.3567708333333333, 0.6153094951923077, 0.554656982421875, 0.5232631138392857, 0.35379464285714285, -0.1875, -0.01171875, -0.0871853298611111, 0.658203125, 2.1333740234375, 1.7786458333333333, 0.5574669471153846, 0.959521484375, 0.37919921875, 0.6525344848632812, 0.55859375]","[-13.783203125, -17.593994140625, -38.963226318359375, -72.71142578125, -19.171875, -38.22265625, -46.33203125, -26.0263671875, -30.0625, -38.0546875, -52.9921875, -81.2939453125, -62.3515625, -25.943115234375, -24.65625, -31.5172119140625, -21.91015625, -43.8798828125, -47.2821044921875, -38.5859375]","[-12.24755859375, -18.41748046875, -45.50732421875, -73.86279296875, -17.03125, -46.2216796875, -57.4251708984375, -33.35205078125, -32.5390625, -36.5546875, -52.8515625, -79.724609375, -70.25, -47.27685546875, -40.6640625, -38.7642822265625, -31.50537109375, -49.56787109375, -57.72265625, -44.171875]","We have been married for ten years now. He was the best man I have ever met. Although he was not particularly fond of anniversaries, he was keen on celebrating our ten year anniversary. Three month ago, we had the best time of our lives (I can say it was sweeter than my wedding itself). We have been planning for weeks. I got a nice hall and got a decorator to make it colorful. We invited friends and family through word of mouth and on phone and everyone was eager to grace the occasion. On the d-day, he took me to a nice restaurant for breakfast. My sister later came in that day. He assisted with the cookies I was making. I already negotiated with a restaurant to supply us a nice meal. Around 4 pm, family and friends were welcomed with love genre songs to which everyone flowed. The elderly ones holding their spouse and swinging to all directions slowly. The younger ones eyeing each other and making advances. We watched from a corner as everything was unfolding. My best friend gave a funny speech and everyone laughed their hearts out. It was my turn to say something about my husband. I couldn't manage a minute before tears of joy started rolling down my cheeks. I was greatly overwhelmed by how awesome he has been in our first ten years together. We took the vows and everyone found their way home.",,35BLDD71I7JSDU2BA406SJS2Z88VZN,imagined
34,3NC5L260MP8RIT2E8GKLUZIDGTIFOB,0.3391572639699156,"[-0.06547037760416667, 0.2895250822368421, 0.2775777180989583, 0.9455494600183824, 0.6651893028846154, 0.5659682329963235, -0.008875528971354166, 0.14085515340169272, 0.47747802734375, 0.10992072610294118, 0.2804811651056463, 0.34683634440104166, 0.19183819110576922, 0.5374484592013888, 0.33303700322690216]","[-24.31640625, -57.8251953125, -26.90362548828125, -25.81201171875, -21.865234375, -53.8736572265625, -57.4508056640625, -12.668838500976562, -42.0211181640625, -23.9677734375, -25.077030181884766, -19.98358154296875, -33.450439453125, -20.3642578125, -43.60357666015625]","[-23.7271728515625, -63.326171875, -31.067291259765625, -41.8863525390625, -30.5126953125, -63.4951171875, -57.23779296875, -14.359100341796875, -52.525634765625, -25.83642578125, -28.162322998046875, -25.186126708984375, -35.9443359375, -25.2012939453125, -51.263427734375]","My husband and I have had a beautiful marriage! Our love, bond, and loyalty has only grown with every year of new adventures and exciting times. We have had ups and downs, high and lows, ebbs and flows. The good times have made our love deepen and the hard times have only made us stronger. We have two beautiful children that have completed our family and our lives. We have supported each other through jobs, stresses, monumental events, family deaths, etc. We were proud of our journey and relationship and wanted to celebrate the enormous milestone of ten years of a healthy and happy marriage. We decided to renew our vows in front of family and friends. We wanted it to be a joyous occasion marked by love, fun, dancing, food, and great memories. We invited friends and family from all over the country to join us for dinner and dancing. It was a lovely weekend that everyone is still talking about! I wore a gorgeous dress and my husband looked handsome in his tuxedo. Our children attended and got to share in the love of our marriage. We made amazing memories that we will never forget. Most importantly, we remembered how and why we have lasted ten years and made a promise to last another ten and beyond.",35BLDD71I7JSDU2BA406SJS2Z88VZN,,retold
35,35BLDD71I7JSDU2BA406SJS2Z88VZN,0.5527323475519885,"[-0.093505859375, 0.46929931640625, 0.42540232340494794, 0.676483154296875, 1.0774739583333333, 0.5647786458333334, 0.5256076388888888, 0.21435546875, 0.6456853693181818, 0.503125, 1.2954799107142858, 0.8990885416666666, 0.6170818622295673, 0.65069580078125, -0.18006591796875]","[-36.6884765625, -19.350830078125, -10.57928466796875, -19.141845703125, -30.677734375, -25.27294921875, -20.33203125, -17.8837890625, -26.4794921875, -32.384765625, -13.884765625, -13.80859375, -27.4898681640625, -26.7415771484375, -43.19610595703125]","[-35.472900390625, -24.982421875, -15.684112548828125, -24.5537109375, -40.375, -30.35595703125, -25.0625, -20.02734375, -33.58203125, -37.416015625, -22.953125, -19.203125, -35.511932373046875, -33.24853515625, -40.4951171875]","My husband and I celebrated out tenth anniversary three months ago in May. We wanted to do something special to commemorate our love and devotion. We decided to renew our vows in front of friends and family. We all traveled to Charleston, South Carolina. It is a romantic town with personality and history. We thought it would be fitting for our relationship. It was a romantic weekend of love and memories. We had 40 guests from all over the country. We spent the weekend eat, drinking, and being merry. We shopped and hit all of the tourist destinations. Everyone had a blast spending time together. Our actual renewal ceremony was lovely. I wore a white dress and our kids were in the bridal party. There were beautiful floral arrangements and a huge vanilla cake. I was thrilled to have our children present to partake in the family love.",35BLDD71I7JSDU2BA406SJS2Z88VZN,35BLDD71I7JSDU2BA406SJS2Z88VZN,recalled
36,3NLZY2D53QBG3XPQ94FNEHIXS90LQA,0.5926462347346545,"[-0.109375, 0.05359700520833333, 0.14798764829282407, 1.0875752766927083, 0.7386997767857143, 0.5978916713169643, 0.47727827592329547, 1.40244140625, 0.9503580729166666, 0.21277025010850695, 0.3493923611111111, 0.4409912109375, 1.677734375, 0.6067708333333334, 0.25558035714285715]","[-26.4765625, -28.494384765625, -65.316162109375, -34.948760986328125, -19.1943359375, -42.80743408203125, -39.189788818359375, -25.830078125, -35.341796875, -35.14396667480469, -29.01953125, -44.13623046875, -20.51953125, -29.921875, -33.328125]","[-25.7109375, -29.29833984375, -69.31182861328125, -51.26239013671875, -24.365234375, -46.99267578125, -44.439849853515625, -39.8544921875, -43.89501953125, -37.05889892578125, -32.1640625, -48.546142578125, -30.5859375, -33.5625, -35.1171875]","I am not one for bad news. Four months ago, I had to say goodbye to three friends in my life. I was my Uncle's favorite niece, my best friend was the only one I could confide in, and my dog was my partner. To loose all three like that, I felt that the world was against me. I cried in private and in public. I moaned their deaths feeling suicidal. I arrived to my Uncle's memorial service grief stricken. The next stop was to my best friend's wake. My last view of my pet dog was crushing. No amount of condolences could ever made this right. I was sad for four months and still counting. I am not okay with prepared or unprepared deaths. I lost myself in these losses. I am still so far negative. I do positive things in their memory.",,35GCEFQ6I6A81L0SQUU09O0JAF83ZB,imagined
37,3X3OR7WPZ0MAXTPUNAYNSQXWKM68L0,0.7819806742211141,"[-0.023092830882352942, 0.7514807383219401, 0.3915771484375, 1.1654490152994792, 0.9781272194602273, -0.19363839285714285, 0.895751953125, 0.9809600830078125, 1.866973876953125, 1.4141311645507812, 1.57666015625, 0.6342658996582031, 0.17116477272727273, 0.673095703125, 1.23828125, 0.21508353097098215, 0.5574001736111112]","[-53.1953125, -45.31248474121094, -14.717529296875, -23.856216430664062, -15.3704833984375, -23.58203125, -30.422607421875, -19.869476318359375, -12.212646484375, -16.399688720703125, -7.77880859375, -33.4825439453125, -38.1171875, -13.61376953125, -20.50146484375, -25.65191650390625, -15.8837890625]","[-52.802734375, -63.3480224609375, -18.63330078125, -41.33795166015625, -26.1298828125, -22.2265625, -42.0673828125, -29.6790771484375, -27.1484375, -33.3692626953125, -21.96875, -43.63079833984375, -40.0, -16.979248046875, -31.64599609375, -28.6630859375, -20.900390625]","I knew that my dog was doing worse that morning, but she had come around before. As the day wore on and it got closer to the time to go to the service I knew I couldn't leave her. She was laying on her dog bed and breathing heavily. Just before it was time to go I told my fiance to go without me. There was no way that I was leaving my dog alone. I laid her head on my lap. I played her songs that we had listened to together over the years. She was mostly quiet as I stroked her head. I told her stories about our life together. I told her what a great dog and friend she had been. I told her that it was okay to go. It would hurt me worse than I could imagine but I had to let her go. It was only about a half hour after my fiance left. I knew something was different. My dogs breathing changed and she seemed agitated. She let out a few rattling breathes and then she was gone. I felt like my heart was literally ripped out.",35GCEFQ6I6A81L0SQUU09O0JAF83ZB,,retold
38,35GCEFQ6I6A81L0SQUU09O0JAF83ZB,0.4992930987296238,"[-0.37862723214285715, 0.040461222330729164, 1.0595703125, 0.6972823143005371, 0.3609564644949777, 1.3141883850097655, 0.622167496454148, 0.97698974609375, 0.444909720585264, 1.5337890625, 0.48043619791666664, -0.0125, -0.10170200892857142, 0.3566650390625, 0.4011096954345703, 0.1929931640625]","[-16.783203125, -24.31256103515625, -17.25, -35.873756408691406, -29.836441040039062, -23.812095642089844, -32.53238296508789, -22.82562255859375, -55.768028259277344, -15.8084716796875, -33.16064453125, -12.62109375, -18.201171875, -8.4534912109375, -43.39842224121094, -19.7401123046875]","[-14.1328125, -24.798095703125, -23.607421875, -47.0302734375, -34.88983154296875, -36.9539794921875, -45.597900390625, -37.48046875, -68.67041015625, -31.1463623046875, -40.3671875, -12.55859375, -17.4892578125, -10.23681640625, -53.025054931640625, -22.635009765625]","In late May I lost my dog. She was old for a mastiff, 13 years old. I still wasn't ready though. She had been going downhill steadily but it didn't feel like enough time to prepare. I think a part of me knew that it was coming the day before. She was acting off and wasn't interested in much. I had made the decision that if she didn't improve in a day I would have her euthanized. The morning it happened I woke up and she had thrown up on the bed. She perked up for a little while and I placed her on her bed on the floor to spend some time with her before I called the vet. I held her head on my lap and pet her. This day was also the memorial service for my uncle that had just passed away. So I was home alone. It seemed like it happened so quickly. One moment she was there. And then the next moment she was gone and I was cradling her head on my lap sobbing uncontrollably. I had never felt more alone in my life than I did at that moment.",35GCEFQ6I6A81L0SQUU09O0JAF83ZB,35GCEFQ6I6A81L0SQUU09O0JAF83ZB,recalled
39,3JW0YLFXRU21YOXBPRLVFHHYICOWWD,0.5490151938657473,"[-0.119415283203125, 0.20048141479492188, 0.3602178237017463, 0.12181698192249645, 0.8341688676313921, 0.7163529829545454, 0.440673828125, 0.20054408482142858, 0.47904829545454547, 0.36329789595170453, 0.8757781982421875, 1.0963781020220589, 0.9659673517400568, 1.1014366149902344, 1.0042887369791667, 0.4477437337239583, 0.2444786658653846]","[-15.2255859375, -47.94416809082031, -25.655838012695312, -43.65059280395508, -14.518051147460938, -16.2880859375, -34.63232421875, -24.6865234375, -23.23583984375, -23.96270751953125, -32.491943359375, -29.064208984375, -36.067230224609375, -14.91845703125, -27.8594970703125, -22.541595458984375, -38.2099609375]","[-13.7926025390625, -54.35957336425781, -31.779541015625, -46.33056640625, -23.69390869140625, -24.16796875, -40.8017578125, -27.494140625, -28.50537109375, -27.958984375, -46.50439453125, -47.70263671875, -46.69287109375, -23.729949951171875, -42.923828125, -26.5712890625, -41.38818359375]","My best friend is probably the most important person in my life. I've been dating a new guy for a few weeks, and I really wanted him to have a chance to meet her since she is so important in my life. We decided to go out for dinner last week, and things could not have gone better. I wasn't really nervous about introducing them because many of our friends say we're like two peas in a pod. I knew he would adore her as much as I do. At dinner, he was very charming and polite to her. He made sure to show his humorous side, which helped her get comfortable. They laughed and joked a lot, and we had a very good time. I think the best part of the night was after dinner. We decided to go to her house to drink some coffee. She has a little dog named Bailey, and he doesn't really like new people. When my boyfriend sat down on the couch, however, Bailey was immediately taken with him. He probably enjoyed meeting Bailey more than he did my friend! They played fetch for what felt like hours. After we drank our coffee, we took Bailey on a walk in the neighborhood. It was the perfect end to a perfect night! I can see the three of us having a very close friendship together!",,36WLNQG780WFTLD990VT6XXD11KEB6,imagined
40,3HYA4D452S5DBMD9LIMONMF9T31F2Q,0.41461570833607847,"[-0.10705130440848214, 0.12287830171130952, 0.2610541449652778, 0.3025673314144737, 0.5149643841911765, 0.5596395220075335, 0.07292829241071429, 0.4516774454424458, 0.5127397017045454, 0.9051036834716797, 0.6250813802083334, 0.27430863813920453, 0.6664193960336539, 0.9480303596047794, 0.10889434814453125]","[-18.05242919921875, -31.6744384765625, -24.8333740234375, -37.3544921875, -29.9951171875, -38.07459259033203, -12.995849609375, -72.10456657409668, -35.49609375, -14.309219360351562, -20.23291015625, -51.271728515625, -30.3482666015625, -39.32366943359375, -61.611846923828125]","[-16.5537109375, -34.2548828125, -27.182861328125, -43.103271484375, -38.74951171875, -45.9095458984375, -13.50634765625, -86.1065673828125, -41.13623046875, -21.550048828125, -27.73388671875, -57.3065185546875, -39.01171875, -55.440185546875, -64.660888671875]","Two months ago my boyfriend and my best friend met for the first time.  We had been dating for 7 months at the time, but had known each other for nearly a year.  This particular friend is probably my closest female friend.  We share a lot about our love lives, even though we don't see each other super often.  She knows that I'd been really happy in my relationship and was eager to meet him.  It finally so happened that schedules aligned and we were able to meet up.  I was a little nervous at first.  I wasn't worried that she wouldn't approve or anything, but it's always a little bit of an unsure situation introducing people you're dating to old friends. We met at the restaurant, a local burger joint/bar.  The three of us had a great time! Conversation was easy, and as expected, they got along wonderfully.  Some mutual friends showed up at the restaurant, and we had a brief conversation with them before heading to her house.  Once there, we spent a while playing with my friend's dog.  My boyfriend made fast friends, and it was really sweet seeing him interact with her dog.  Overall, we had a wonderful time, and I'm sure that my significant other made a good lasting impression on a very important friend of mine.",36WLNQG780WFTLD990VT6XXD11KEB6,,retold
41,36WLNQG780WFTLD990VT6XXD11KEB6,0.558693398593893,"[-0.37580299377441406, 0.3004084995814732, 0.85137939453125, -0.016853664232336956, 0.5427589416503906, -0.021364484514508928, 0.29296875, 0.5734375, 0.8182279146634616, 0.9919026692708334, 1.8326585557725694, 0.25955360814144735, 0.8868343955592105, 0.4169669773267663, 1.027324914932251]","[-23.93109130859375, -38.228363037109375, -7.621826171875, -47.49656677246094, -46.17022705078125, -48.969482421875, -28.84375, -13.951171875, -30.662841796875, -28.7841796875, -8.608612060546875, -29.60009765625, -48.226318359375, -36.847869873046875, -16.968563079833984]","[-17.918243408203125, -44.53694152832031, -11.02734375, -47.10893249511719, -54.8543701171875, -48.37127685546875, -31.48046875, -19.685546875, -41.2998046875, -40.68701171875, -25.1025390625, -34.5316162109375, -65.076171875, -46.4381103515625, -33.40576171875]","A few weeks ago, I went to dinner with my boyfriend and my best friend.  I'd known my best friend since we were pre teens, and this was the first time they had met.  It went really well! I'd been dating him for nearly a year, and it'd taken quite some time for our schedules to line up. I think this delay in meeting gave me some pent up anxiety about it finally happening. My friend texted me asking if I'd like to get dinner, and I let her know that I was with my boyfriend at the time.  We got burgers and wings at a place nearby.  The food was great, but the company was better.  We ended up seeing a couple people that my friend and I knew.  When we finished eating, we spent some time speaking to them. It was nice to catch up with old friends. Afterwards, we went back to my friends house, where my boyfriend fell in love with her dog. Seeing them interact was adorable, since my dog is a senior and doesn't quite play as much.  It was great to spend time with two people I value and care about, and to see them getting along so well. I'm looking forward to spending more time with the two of them in the future.",36WLNQG780WFTLD990VT6XXD11KEB6,36WLNQG780WFTLD990VT6XXD11KEB6,recalled
42,3UWN2HHPUZRI4D7ODLK7M91MHYHNSB,0.9257972353102657,"[-0.1629638671875, -0.012987954275948661, 0.25126854578653973, -0.01240234375, 1.1764573317307692, 1.1977864583333333, 1.4893391927083333, 1.90869140625, 1.3831558227539062, 2.201993075284091, 1.1575176532451923, 1.2746803977272727, 1.267852783203125, 1.058984375, 1.8119419642857142, -0.156707763671875, -0.0960540771484375]","[-14.96875, -33.167266845703125, -20.875593185424805, -25.68896484375, -24.6904296875, -31.1220703125, -19.1279296875, -8.599609375, -16.98699951171875, -23.219482421875, -19.212020874023438, -21.080078125, -20.261474609375, -18.7421875, -11.19140625, -42.52593994140625, -22.104736328125]","[-13.6650390625, -32.80360412597656, -23.89081573486328, -25.56494140625, -39.984375, -49.0888671875, -37.0, -16.234375, -28.05224609375, -47.44140625, -34.25975036621094, -35.1015625, -30.404296875, -29.33203125, -23.875, -39.078369140625, -20.56787109375]","My brother came to visit me last month. We live in the same state, but hours away from each other so we don't get to see each other as often as we'd like. Life just gets in the way sometimes, especially as an adult. We planned a really fun weekend with my other brother. We all like beer so we decided to visit a few local breweries. He's also very big on craft beer so it seemed like a great plan. He arrived early and we started at a brewery near my house. The atmosphere was great. I was surprised how crowded the place was. We started with some flights because he wanted to try everything. After that, we went to another brewery not too far from there. We had some more to drink and a lot of laughs. Everytime we get together laughs are guaranteed. After that we took an Uber to a local restaurant. By this point we were very hungry. At the end of the day, we felt kind of tired so we decided to just hang out at my place. Overall it was a great weekend and I hope we can do it again sometime soon.",,37Z929RLGAUGZQC8AH6JV87E67NSTJ,imagined
43,336KAV9KYREJBDU4Q8ECC7MP1KR2YO,0.5030326050759252,"[-0.8435329861111112, -0.10912098604090073, 0.20857311430431547, 0.143310546875, 0.017822265625, 1.7983747209821428, 0.7896041870117188, 0.7790031433105469, -0.050618489583333336, 1.70703125, 0.6806253705705915, 0.9761149088541666, 0.899658203125, 0.2878214518229167, 0.2786051432291667, 0.4852498372395833]","[-12.5634765625, -23.123046875, -44.784820556640625, -23.1199951171875, -24.54296875, -9.0799560546875, -20.139244079589844, -39.27655029296875, -25.314453125, -8.3359375, -23.72972869873047, -25.597503662109375, -21.7548828125, -19.03564453125, -8.015380859375, -13.94134521484375]","[-4.9716796875, -21.267990112304688, -49.16485595703125, -24.6964111328125, -24.685546875, -21.6685791015625, -28.82489013671875, -51.7406005859375, -24.70703125, -16.87109375, -33.25848388671875, -37.310882568359375, -32.55078125, -22.489501953125, -9.68701171875, -18.30859375]","My brother came to visit me for his birthday. He came over on the train and I went to the train station to pick him up. After he dropped his stuff off at my apartment, I let him plan some activities that he wanted to do. First we got lunch at a place just down the street. We went to Navy pier and walked around. We also rode the ferris wheel. He also decided he wanted to go to the planetarium. We went there on his actual birthday for a couple hours and saw a cool show. The night of his birthday we had reservations at a nice restaurant. We had a great meal. On the way back it was raining and we didn't have an umbrella. We were running to the train and trying not to get wet. When we got back to my apartment we had his birthday dessert. He left at the end of the weekend to go back home. Overall it was a fun weekend. I'm glad I got to celebrate with him.",37Z929RLGAUGZQC8AH6JV87E67NSTJ,,retold
44,37Z929RLGAUGZQC8AH6JV87E67NSTJ,0.5390976551439328,"[0.10976155598958333, 0.44710413614908856, 0.7788070678710938, 1.1248911689309513, 0.509014787345097, 0.39588341346153844, 0.8794386121961806, 0.47115885416666664, 0.3231122834341867, 0.5844316265799783, 1.2437963485717773, 0.2584967362253289, 0.04964497884114583, 0.5324492454528809, 0.9536830357142857, 0.7126581101190477, -0.20967182360197367]","[-15.0487060546875, -40.986053466796875, -31.347320556640625, -18.492618560791016, -53.37370300292969, -23.7197265625, -9.995330810546875, -42.8251953125, -23.012629508972168, -45.21379327774048, -15.469863891601562, -30.14422607421875, -58.218841552734375, -33.658912658691406, -22.63671875, -35.9541015625, -25.9454345703125]","[-16.3658447265625, -51.716552734375, -46.9234619140625, -37.61576843261719, -68.1351318359375, -28.8662109375, -17.9102783203125, -49.892578125, -27.53620147705078, -58.0712890625, -35.37060546875, -35.0556640625, -59.70819091796875, -42.1781005859375, -35.98828125, -50.919921875, -21.961669921875]","Last month, my brother came to visit me for his birthday. I live in a large city, so I invited him because I thought there would be a lot of fun things to do. The day that he arrived, I went to pick him up from the train station around 9 am. His train was a little late, but luckily it wasn't too long of a delay. After he dropped his stuff off at my apartment, we went to get lunch and went to the ferris wheel that overlooks part of the city. Later that day, we went to China town where we ate dinner. The next day was my brother's actual birthday. We left my apartment around noon and got a quick lunch at a vegetarian restaurant. After that, we got on the bus to go to the planetarium. We had a lot of fun looking around the planetarium and watching the show they had about a possible ninth planet. After we left, we got back on the bus to go back to my apartment. We changed clothes and got ready to go to the restaurant where we made reservations for his birthday dinner. We were going to take the train, but when we got to the station we saw the line we needed wasn't running, so we had to walk. We were almost late, but we power walked so we could make it on time. We had a nice dinner, but when we left it was pouring rain. When we got back to my apartment, we had birthday dessert and went to bed because we were both tired. Overall, it was a really fun weekend and I was glad I could spend it with my brother.",37Z929RLGAUGZQC8AH6JV87E67NSTJ,37Z929RLGAUGZQC8AH6JV87E67NSTJ,recalled
45,3TU5ZICBRENLOQ57FF6J9CWQK818QJ,0.7024899598282315,"[-0.23567708333333334, 0.8818248401988636, 1.2561306423611112, 1.2681470598493303, 0.12503560384114584, 0.6450320973115808, 0.501953125, 0.7494419642857143, 1.431640625, 0.88984375, 0.4358723958333333, 0.5594388521634616, 0.2803819444444444, 0.59326171875, 0.18856650904605263, 1.6689453125]","[-21.046875, -29.3653564453125, -17.54248046875, -20.114501953125, -13.03594970703125, -46.989715576171875, -30.431640625, -32.78515625, -18.2421875, -6.501953125, -12.74609375, -17.00830078125, -37.1875, -11.891845703125, -41.540771484375, -8.70703125]","[-19.6328125, -39.0654296875, -28.84765625, -37.868560791015625, -14.536376953125, -57.95526123046875, -36.455078125, -43.27734375, -23.96875, -10.951171875, -15.361328125, -24.281005859375, -39.7109375, -14.858154296875, -45.12353515625, -15.3828125]","I've always loved taking picture. As a teenager, you never saw me without my Nikon. I was always in the photo lab at school. Even in my senior photo, I've got a camera around my neck. Becoming a professional photographer was a life long dream for me. Working at the photo mart in the mall in high school was my launch into my career. When I got hired onto the newspaper, I was extatic. But getting my first portrait published into a national magazine was a huge milestone. To see MY picture. Right there on the cover. I could never have imagined it. But there it was, my picture on the cover of Time Magazine. My name in the credits of Time freaking magazine! The sky is the limit. The last three months since my picture appeared, I've been getting calls from all around the world. The future is bright.",,384PI804XTNFJHFHCFI9BX59JKG0SR,imagined
46,3HRMW88U17CCLM2CSIMNZO6328NM0R,0.5309730672679835,"[0.08091517857142858, 0.6537000868055556, -0.0400390625, 0.22890625, 0.6878187391493056, 0.3333884791324013, 0.5991193771362304, 0.8983968098958334, 1.1288811178768383, 0.4357244318181818, 0.1932811737060547, 1.198687744140625, 0.2809243883405413, 1.3198204040527344, 0.6269033331620065, -0.130859375]","[-39.33544921875, -8.31982421875, -21.3359375, -39.7259521484375, -20.7015380859375, -44.9053955078125, -24.266313552856445, -18.92626953125, -26.03948974609375, -25.49609375, -28.14178466796875, -20.66009521484375, -16.513893127441406, -8.032257080078125, -32.870086669921875, -36.328125]","[-40.46826171875, -14.203125, -20.9755859375, -45.4486083984375, -33.082275390625, -51.239776611328125, -30.25750732421875, -29.70703125, -45.23046875, -30.2890625, -31.234283447265625, -32.64697265625, -20.446834564208984, -18.5908203125, -44.78125, -34.7578125]","I am a professional photographer and recently reached a big milestone as a photographer. I had my first portrait published in a magazine. This was very exciting and made me very happy! I had been trying for a little while to get a portrait published and when it finally happened I couldn't have been more excited! The portrait that was published was a portrait of my child, which made it even more special. I was so excited when I found out I just kept thanking God, and cried tears of joy! I messaged my husband to tell him the news! He was so excited and happy for me and was very supportive. I also messaged some family members and they were also very happy to hear the news. Everyone was very happy about the news and that was great! I ordered a copy of the magazine and couldn't wait for it to come in. When it came in I was brimming with excitement! I was overjoyed when I opened the magazine and saw my portrait! I couldn't believe how great it looked! I showed it to my child and they were also very excited to see their portrait in the magazine. This was such an exciting time and great milestone as a photographer.",384PI804XTNFJHFHCFI9BX59JKG0SR,,retold
