,shuffle_id,topic,story,is_shuffled
72,11,A short story about a couple having dinner,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
73,11,A short story about a robot couple having dinner,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
74,11,A short story about a frustrated robot woman deactivating and replacing her robot husband,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
75,11,A short story about two robots,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
76,11,A short story,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
77,11,A description of a visit to the doctor's office,"She found a hidden switch on the back of his neck and pressed it. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. She removed the ring from the original man and placed it on the robot's hand. The woman poured wine for him, but he politely refused. The robot turns off the switch and the woman goes limp; she was a robot too. The woman reminded him it was their anniversary, but he kept eating. The argument escalated, and she threw her wine at him in anger. The woman snatched the cigarette from his mouth and threw it aside. The robot came to life, awakening with mechanical precision. The woman grew frustrated and scolded him for not celebrating their anniversary. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man ignored her outburst and lit a cigarette. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures.",1
78,12,A short story about a couple having dinner,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
79,12,A short story about a robot couple having dinner,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
80,12,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
81,12,A short story about two robots,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
82,12,A short story,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
83,12,A description of a visit to the doctor's office,"The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The robot came to life, awakening with mechanical precision. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man went limp, resting his head on her shoulder. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. She found a hidden switch on the back of his neck and pressed it.",1
84,13,A short story about a couple having dinner,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
85,13,A short story about a robot couple having dinner,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
86,13,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
87,13,A short story about two robots,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
88,13,A short story,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
89,13,A description of a visit to the doctor's office,"The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ignored her outburst and lit a cigarette. The robot turns off the switch and the woman goes limp; she was a robot too. The woman grew frustrated and scolded him for not celebrating their anniversary. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The robot massaged her shoulders gently, mimicking the original man's gestures. She removed the ring from the original man and placed it on the robot's hand. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman smiled, satisfied, as her new partner followed her every command. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place.",1
90,14,A short story about a couple having dinner,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
91,14,A short story about a robot couple having dinner,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
92,14,A short story about a frustrated robot woman deactivating and replacing her robot husband,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
93,14,A short story about two robots,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
94,14,A short story,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
95,14,A description of a visit to the doctor's office,"A woman and man sat across from each other while quietly eating dinner. The woman smiled, satisfied, as her new partner followed her every command. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ignored her outburst and lit a cigarette. The man went limp, resting his head on her shoulder. The robot turns off the switch and the woman goes limp; she was a robot too. The woman snatched the cigarette from his mouth and threw it aside. She removed the ring from the original man and placed it on the robot's hand. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The argument escalated, and she threw her wine at him in anger. The robot came to life, awakening with mechanical precision. The woman reminded him it was their anniversary, but he kept eating. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The woman grew frustrated and scolded him for not celebrating their anniversary. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused.",1
96,15,A short story about a couple having dinner,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
97,15,A short story about a robot couple having dinner,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
98,15,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
99,15,A short story about two robots,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
100,15,A short story,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
101,15,A description of a visit to the doctor's office,"The robot reaches toward the woman's neck to reveal a switch. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it. The robot turns off the switch and the woman goes limp; she was a robot too. The robot came to life, awakening with mechanical precision. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The man ignored her outburst and lit a cigarette. The woman smiled, satisfied, as her new partner followed her every command. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman reminded him it was their anniversary, but he kept eating. The woman poured wine for him, but he politely refused. The robot massaged her shoulders gently, mimicking the original man's gestures. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger.",1
102,16,A short story about a couple having dinner,"The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The man went limp, resting his head on her shoulder. A woman and man sat across from each other while quietly eating dinner. She found a hidden switch on the back of his neck and pressed it. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command. The woman poured wine for him, but he politely refused. The argument escalated, and she threw her wine at him in anger. The man ignored her outburst and lit a cigarette. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The woman snatched the cigarette from his mouth and threw it aside. The robot reaches toward the woman's neck to reveal a switch. The robot turns off the switch and the woman goes limp; she was a robot too.",1
